time,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,mean,obs
2011-06-01,1,0.63,1.23,0.6,0.32,0.89,1.07,0.35,1.49,0.19,0.63,0.45,0.22,0.5,0.45,0.02,0.74,0.22,0.54,0.19,1.67,0.01,0.45,2.08,0.12,0.61,0.63,14.12
2011-06-02,1,0.07,0.04,0.45,0.01,0.04,0.18,0.27,0.18,0.07,0.08,0.04,0.02,0.0,0.11,0.09,0.07,0.0,0.22,0.13,0.07,0.17,0.0,0.16,0.22,0.17,0.11,0.0
2011-06-03,1,0.17,0.04,0.0,0.02,0.77,0.23,0.06,0.0,0.45,0.24,0.13,0.04,0.11,1.07,0.0,0.0,0.33,0.09,0.09,0.4,0.0,0.12,0.5,0.11,0.42,0.22,0.0
2011-06-04,1,0.42,0.22,0.02,0.11,0.82,0.06,0.0,0.58,0.0,0.14,0.13,0.04,0.13,0.59,0.02,0.0,0.95,0.08,0.07,0.06,0.33,0.13,0.13,0.17,0.84,0.24,0.0
2011-06-05,1,0.0,0.0,0.0,0.02,0.0,0.0,0.0,2.79,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.12,0.0
2011-06-06,1,0.0,0.0,0.0,0.04,0.0,0.18,0.0,0.01,0.11,0.0,0.85,0.0,0.0,0.75,0.27,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0
2011-06-07,1,0.0,0.13,0.0,0.53,0.02,0.0,0.5,0.58,0.33,0.0,0.12,0.33,0.0,0.08,2.26,0.0,0.14,0.0,0.04,0.11,0.0,0.22,0.01,0.09,0.0,0.22,0.0
2011-06-08,1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,1.67,0.0,0.3,0.0,0.27,0.0,0.09,0.07,0.0,0.13,0.0,0.0,1.21,0.0,0.0,0.0,0.24,3.1
2011-06-09,1,0.05,0.2,3.74,0.02,0.0,0.02,12.43,0.73,7.28,2.76,0.04,1.41,0.03,8.39,0.14,0.02,0.0,5.12,0.58,5.38,0.27,0.63,0.0,0.04,5.66,2.2,0.07
2011-06-10,1,26.68,0.35,14.51,0.27,0.0,3.9,2.09,21.67,13.81,0.24,13.63,2.47,5.51,0.45,1.1,0.5,0.63,0.27,2.03,24.38,1.46,0.22,0.09,9.49,2.12,5.91,0.35
2011-06-11,1,0.03,1.31,0.0,0.06,0.92,0.52,0.0,36.29,0.08,0.0,0.0,0.24,1.7,0.0,2.84,1.75,0.12,0.13,0.0,0.2,0.0,0.2,0.06,15.78,0.12,2.49,0.05
2011-06-12,1,0.01,0.13,0.0,0.0,0.38,0.04,0.02,0.06,0.0,0.0,0.0,0.48,1.09,0.0,0.27,0.87,0.48,0.04,0.0,0.0,1.48,0.0,0.0,0.05,0.15,0.22,7.91
2011-06-13,1,0.5,0.06,1.96,0.0,5.34,1.82,0.71,1.02,0.0,0.0,0.0,0.07,0.86,0.0,0.06,0.19,5.32,0.17,1.66,0.0,0.04,0.01,0.0,0.0,0.01,0.79,0.86
