date,month,leadtime,CRPS
2016_7,7,2,32.341114058144115
2016_8,8,2,159.8397816567105
2016_9,9,2,41.7746927731316
2016_10,10,2,6.449306151599615
2016_11,11,2,6.396339461038094
2016_12,12,2,29.386213859020305
2017_1,1,2,3.3025229419127298
2017_2,2,2,11.002639594356276
2017_3,3,2,11.186926425063032
2017_4,4,2,27.46422752157172
2017_5,5,2,60.25864169653522
2017_6,6,2,50.731405912650985
2017_7,7,2,140.0248410195141
2017_8,8,2,38.85879205894075
2017_9,9,2,56.92576472321789
2017_10,10,2,12.234996702508962
2017_11,11,2,6.445065668392395
2017_12,12,2,1.350438470728795
2018_1,1,2,1.8165454912670005
2018_2,2,2,4.423698173749787
2018_3,3,2,27.895858874286493
2018_4,4,2,132.7149754599761
2018_5,5,2,39.90509135005971
2018_6,6,2,51.27947243594849
2018_7,7,2,39.032915332536746
2018_8,8,2,38.34593913181989
2018_9,9,2,23.27711377140581
2018_10,10,2,33.993740297358286
2018_11,11,2,14.904189733174038
2018_12,12,2,8.309006610911986
2019_1,1,2,5.005979641008133
2019_2,2,2,3.9120180263981323
2019_3,3,2,15.112925556883066
2019_4,4,2,39.124877554759024
2019_5,5,2,57.48203882915174
2019_6,6,2,103.97812559936287
2019_7,7,2,141.99509621664657
2019_8,8,2,61.48693100756671
2019_9,9,2,22.985805145360445
2019_10,10,2,11.47388894995353
2019_11,11,2,6.138560029204838
2019_12,12,2,35.26655770609318
2020_1,1,2,55.80209704060753
2020_2,2,2,5.089065051703521
2020_3,3,2,13.008123857692805
2020_4,4,2,15.596504476304268
2020_5,5,2,14.436804200185804
2020_6,6,2,48.12663082437268
2020_7,7,2,206.6632580645159
2020_8,8,2,436.375249552635
2020_9,9,2,111.44054746316209
2020_10,10,2,13.783215863533798
2020_11,11,2,4.148648312757205
2020_12,12,2,0.8004232576662671
2011_1,1,3,8.978286800933045
2011_2,2,3,7.824896002351569
2011_3,3,3,38.24122240541607
2011_4,4,3,175.67159270144685
2011_5,5,3,547.7560708509227
2011_6,6,3,422.26352823576286
2011_7,7,3,154.43895832470457
2011_8,8,3,136.27459163414295
2011_9,9,3,53.966877950351744
2011_10,10,3,16.649730123456795
2011_11,11,3,3.7893305163945197
2011_12,12,3,8.46405033027095
2012_1,1,3,13.492460824784711
2012_2,2,3,24.22258363174445
2012_3,3,3,15.945043366520672
2012_4,4,3,20.488286499402612
2012_5,5,3,79.61754711270417
2012_6,6,3,84.71248108323363
2012_7,7,3,55.313050601354405
2012_8,8,3,40.71314616487459
2012_9,9,3,26.482785514403247
2012_10,10,3,10.783226297623784
2012_11,11,3,10.638192149210138
2012_12,12,3,24.53581746885134
2013_1,1,3,28.370382639244504
2013_2,2,3,22.205980911608
2013_3,3,3,12.925398030001283
2013_4,4,3,32.775854504181645
2013_5,5,3,169.19433644763035
2013_6,6,3,76.8239376423734
2013_7,7,3,73.6913034859951
2013_8,8,3,125.40150377804338
2013_9,9,3,33.00019608655244
2013_10,10,3,15.884767561396519
2013_11,11,3,5.032326042745263
2013_12,12,3,3.9169925812140702
2014_1,1,3,5.25843250839165
2014_2,2,3,10.762640835561623
2014_3,3,3,30.777941932828824
2014_4,4,3,50.94036893667857
2014_5,5,3,201.72886735430774
2014_6,6,3,244.47775162352332
2014_7,7,3,218.52340532324422
2014_8,8,3,67.0769485702908
2014_9,9,3,25.045540161954044
2014_10,10,3,9.952947779105287
2014_11,11,3,7.80651974777645
2014_12,12,3,4.727284701598682
2015_1,1,3,10.761312954429082
2015_2,2,3,8.371140193813904
2015_3,3,3,28.525036986592347
2015_4,4,3,42.24579032789062
2015_5,5,3,130.4829469109253
2015_6,6,3,174.716006488783
2015_7,7,3,202.78757290322594
2015_8,8,3,139.7020802177086
2015_9,9,3,32.77785594052835
2015_10,10,3,34.32153304128501
2015_11,11,3,54.56690215319264
2015_12,12,3,21.246330103407075
2016_1,1,3,10.272738524286225
2016_2,2,3,24.56413325963462
2016_3,3,3,12.981811408469415
2016_4,4,3,25.97571327757865
2016_5,5,3,42.87744485065697
2016_6,6,3,58.29654605336509
2016_7,7,3,69.09697421213328
2016_8,8,3,158.73420572149223
2016_9,9,3,47.651706387893164
2016_10,10,3,12.032518045931212
2016_11,11,3,12.12410412850126
2016_12,12,3,30.929294910963186
2017_1,1,3,11.150900975706882
2017_2,2,3,13.21895058106237
2017_3,3,3,40.8852067967609
2017_4,4,3,68.98772156909602
2017_5,5,3,35.88160260454012
2017_6,6,3,90.70612595513083
2017_7,7,3,74.54335659896478
2017_8,8,3,40.44724558343282
2017_9,9,3,69.7886569095977
2017_10,10,3,14.027139753086413
2017_11,11,3,6.149116670649146
2017_12,12,3,1.820030175797923
2018_1,1,3,4.970635995903731
2018_2,2,3,31.114046279797453
2018_3,3,3,114.79950782689501
2018_4,4,3,77.32301801672637
2018_5,5,3,33.68383231912932
2018_6,6,3,69.90453447232173
2018_7,7,3,68.17006020443365
2018_8,8,3,41.0380516766227
2018_9,9,3,21.615168302137306
2018_10,10,3,36.663150285410865
2018_11,11,3,17.46132024691358
2018_12,12,3,9.890162180690673
2019_1,1,3,4.492157361893394
2019_2,2,3,8.408460512980966
2019_3,3,3,44.7580287136599
2019_4,4,3,74.68355560865527
2019_5,5,3,156.64738056816668
2019_6,6,3,176.6337992964289
2019_7,7,3,150.124169780964
2019_8,8,3,53.83526472852779
2019_9,9,3,24.2962387654321
2019_10,10,3,12.407070651798747
2019_11,11,3,39.610265177220256
2019_12,12,3,48.53115189991622
2020_1,1,3,58.362974308902935
2020_2,2,3,10.017849266171389
2020_3,3,3,12.926214074074068
2020_4,4,3,18.320400841630132
2020_5,5,3,32.7875905801141
2020_6,6,3,176.42646234966156
2020_7,7,3,355.15553104473673
2020_8,8,3,419.92307045267495
2020_9,9,3,104.91206691889012
2020_10,10,3,15.745078547723349
2020_11,11,3,4.216510550909337
2020_12,12,3,1.2957310519428735
2011_1,1,4,11.056446327966448
2011_2,2,4,49.65754573249126
2011_3,3,4,161.5187067011815
2011_4,4,4,584.1897893402361
2011_5,5,4,457.92098866852524
2011_6,6,4,312.03562412584586
2011_7,7,4,136.70594264436468
2011_8,8,4,145.24352584096636
2011_9,9,4,50.830033543077185
2011_10,10,4,15.434897759192886
2011_11,11,4,3.8228837060840366
2011_12,12,4,17.250047611200348
2012_1,1,4,18.26717103521512
2012_2,2,4,12.844317951450368
2012_3,3,4,22.458805437408728
2012_4,4,4,46.15505430505769
2012_5,5,4,116.52535617682167
2012_6,6,4,70.51737980884126
2012_7,7,4,59.16112104340904
2012_8,8,4,40.31183591132367
2012_9,9,4,27.981583762113367
2012_10,10,4,13.138595420151304
2012_11,11,4,24.433577402476722
2012_12,12,4,44.6127748051431
2013_1,1,4,25.70890683260319
2013_2,2,4,15.59045387020915
2013_3,3,4,27.03909353776708
2013_4,4,4,166.00669374485585
2013_5,5,4,71.73422576131702
2013_6,6,4,57.15738220363727
2013_7,7,4,69.34422848267585
2013_8,8,4,133.99670561529257
2013_9,9,4,31.521198199920327
2013_10,10,4,12.963250492499661
2013_11,11,4,7.392279740949348
2013_12,12,4,5.627830346475507
2014_1,1,4,12.892337962488831
2014_2,2,4,28.85416914869808
2014_3,3,4,69.00278878003452
2014_4,4,4,200.72575693083775
2014_5,5,4,283.6016997185716
2014_6,6,4,262.93488964290464
2014_7,7,4,231.77391823443534
2014_8,8,4,75.93009779370769
2014_9,9,4,25.830007348997682
2014_10,10,4,10.10784388424268
2014_11,11,4,8.460014848191767
2014_12,12,4,15.625394071798363
2015_1,1,4,9.790020767669894
2015_2,2,4,29.552959352183773
2015_3,3,4,65.43998925527683
2015_4,4,4,112.44672738882247
2015_5,5,4,226.34781032258064
2015_6,6,4,248.57097265896707
2015_7,7,4,229.1700966573743
2015_8,8,4,108.7597371352715
2015_9,9,4,25.706357605203735
2015_10,10,4,37.25461907341031
2015_11,11,4,62.62885369477747
2015_12,12,4,21.19328705145633
2016_1,1,4,17.752645788507586
2016_2,2,4,14.908592136026773
2016_3,3,4,31.21015674498873
2016_4,4,4,53.533884131156185
2016_5,5,4,70.56567573874966
2016_6,6,4,107.44201312624436
2016_7,7,4,73.05912651798742
2016_8,8,4,167.87292408602133
2016_9,9,4,35.34830247444578
2016_10,10,4,16.113405994955517
2016_11,11,4,14.22001444368589
2016_12,12,4,13.550393761734082
2017_1,1,4,15.845385419392791
2017_2,2,4,42.695024795471326
2017_3,3,4,83.50416942785085
2017_4,4,4,33.67702578786678
2017_5,5,4,66.41071736891028
2017_6,6,4,55.162966223284386
2017_7,7,4,65.34276044338236
2017_8,8,4,39.388182001858425
2017_9,9,4,73.1000267967609
2017_10,10,4,13.185511010221706
2017_11,11,4,6.3527363710151565
2017_12,12,4,5.3893370199692505
2018_1,1,4,24.587838375149317
2018_2,2,4,120.38781361134811
2018_3,3,4,61.9568057188372
2018_4,4,4,54.196991939466386
2018_5,5,4,37.68991693349261
2018_6,6,4,102.34023891942118
2018_7,7,4,64.16943655383002
2018_8,8,4,39.66255853179341
2018_9,9,4,21.845672027080823
2018_10,10,4,38.95202475773266
2018_11,11,4,19.558543442946288
2018_12,12,4,5.867326554588383
2019_1,1,4,12.383157331171383
2019_2,2,4,30.35778917278264
2019_3,3,4,78.36869472454532
2019_4,4,4,176.43997487322443
2019_5,5,4,231.45226487455196
2019_6,6,4,186.5534042771805
2019_7,7,4,140.11675545997605
2019_8,8,4,55.04720354971478
2019_9,9,4,24.67512068233107
2019_10,10,4,40.7647386831276
2019_11,11,4,53.92534031420375
2019_12,12,4,47.85251649157497
2020_1,1,4,37.1903952284431
2020_2,2,4,13.280091367454542
2020_3,3,4,25.207350412850154
2020_4,4,4,39.02697482277969
2020_5,5,4,203.5109585663081
2020_6,6,4,323.9124608310101
2020_7,7,4,339.83866577990193
2020_8,8,4,411.5204747723352
2020_9,9,4,102.43631740076994
2020_10,10,4,14.87318534182931
2020_11,11,4,3.925221558476032
2020_12,12,4,9.872804750526273
2011_1,1,5,40.0712274851605
2011_2,2,5,173.38921642183914
2011_3,3,5,569.6163241125714
2011_4,4,5,495.5439263586886
2011_5,5,5,346.0003545333866
2011_6,6,5,292.4756464277183
2011_7,7,5,129.5847230054427
2011_8,8,5,141.6294900146024
2011_9,9,5,50.091669295101475
2011_10,10,5,17.211926150867203
2011_11,11,5,9.576130263347014
2011_12,12,5,15.996567919910987
2012_1,1,5,11.94642879248551
2012_2,2,5,28.647563683104643
2012_3,3,5,47.33744129032253
2012_4,4,5,71.12581218637983
2012_5,5,5,91.36584540820397
2012_6,6,5,75.79276188769418
2012_7,7,5,55.89187654320956
2012_8,8,5,40.47560012743935
2012_9,9,5,29.446314520111514
2012_10,10,5,22.28117561036203
2012_11,11,5,44.592031250118524
2012_12,12,5,41.3797572147314
2013_1,1,5,16.898000151523792
2013_2,2,5,19.659800460639772
2013_3,3,5,176.77105918757482
2013_4,4,5,75.74821119076067
2013_5,5,5,54.73523073675793
2013_6,6,5,53.91465989380069
2013_7,7,5,66.36266530200454
2013_8,8,5,131.84875309172992
2013_9,9,5,30.27180194344882
2013_10,10,5,10.951223581195155
2013_11,11,5,9.747056281504246
2013_12,12,5,11.237101421554733
2014_1,1,5,31.077469953917078
2014_2,2,5,64.86621641994273
2014_3,3,5,221.40253029072076
2014_4,4,5,283.7314227054293
2014_5,5,5,301.30131744590466
2014_6,6,5,277.24828069560607
2014_7,7,5,243.93279726005574
2014_8,8,5,77.8122033612108
2014_9,9,5,25.61061114031594
2014_10,10,5,10.53097143312285
2014_11,11,5,20.274200813183885
2014_12,12,5,12.362101343422275
2015_1,1,5,32.6783302349661
2015_2,2,5,65.28323746031742
2015_3,3,5,138.71790867118017
2015_4,4,5,205.9862994583832
2015_5,5,5,299.81067900172576
2015_6,6,5,276.0277035550246
2015_7,7,5,192.70484470463322
2015_8,8,5,91.36872636134342
2015_9,9,5,24.437016418425586
2015_10,10,5,43.4678955893379
2015_11,11,5,63.157703282934385
2015_12,12,5,27.17997394205728
2016_1,1,5,12.559227537776334
2016_2,2,5,23.311767617792064
2016_3,3,5,51.37675917164462
2016_4,4,5,53.51201647152541
2016_5,5,5,120.96186862073574
2016_6,6,5,108.60889690694292
2016_7,7,5,77.71270166733018
2016_8,8,5,151.46580634275847
2016_9,9,5,31.405089417230855
2016_10,10,5,17.56746453035217
2016_11,11,5,8.844538437541509
2016_12,12,5,13.149217883028939
2017_1,1,5,45.482142662001465
2017_2,2,5,83.75862100946318
2017_3,3,5,32.38793664940896
2017_4,4,5,64.66570226204719
2017_5,5,5,48.591472470463344
2017_6,6,5,50.01007831142944
2017_7,7,5,61.52939191557158
2017_8,8,5,39.16121761051369
2017_9,9,5,72.35462460905352
2017_10,10,5,13.416395711061824
2017_11,11,5,8.059238121408608
2017_12,12,5,27.036540804839635
2018_1,1,5,109.38927882270389
2018_2,2,5,67.47243748155728
2018_3,3,5,49.10940384972781
2018_4,4,5,50.08800785875471
2018_5,5,5,57.83423083764781
2018_6,6,5,92.52901930970378
2018_7,7,5,55.16051868578235
2018_8,8,5,39.358510152661594
2018_9,9,5,21.60837308110976
2018_10,10,5,40.36366217045003
2018_11,11,5,12.94568203352867
2018_12,12,5,10.798132059509584
2019_1,1,5,38.507905533557135
2019_2,2,5,59.236219124044666
2019_3,3,5,180.69905746979956
2019_4,4,5,252.33655724412563
2019_5,5,5,240.19975957254738
2019_6,6,5,179.0498701367317
2019_7,7,5,138.24041089871224
2019_8,8,5,55.586059235364544
2019_9,9,5,39.39987372096109
2019_10,10,5,52.441113591324594
2019_11,11,5,56.36628360281429
2019_12,12,5,29.332219987365928
2020_1,1,5,53.04674926351634
2020_2,2,5,20.384778953936056
2020_3,3,5,47.42646691889003
2020_4,4,5,189.7345859524758
2020_5,5,5,357.79089906279034
2020_6,6,5,310.5488643090403
2020_7,7,5,331.35797862471776
2020_8,8,5,408.4944394344883
2020_9,9,5,103.17140611973979
2020_10,10,5,15.774942604160753
2020_11,11,5,11.792026750109027
2020_12,12,5,28.76853797310877
2011_1,1,6,159.99067324496033
2011_2,2,6,582.1273991834023
2011_3,3,6,480.6190308907474
2011_4,4,6,382.57663436612256
2011_5,5,6,325.33091568034024
2011_6,6,6,282.2640958396393
2011_7,7,6,132.5533163467409
2011_8,8,6,140.7447346767555
2011_9,9,6,52.741941558292886
2011_10,10,6,26.398878119813045
2011_11,11,6,21.772557159257875
2011_12,12,6,13.319996825187545
2012_1,1,6,32.500390176190166
2012_2,2,6,57.779788806950435
2012_3,3,6,73.45341205363043
2012_4,4,6,64.45303690163256
2012_5,5,6,100.56551097039727
2012_6,6,6,69.75524863401021
2012_7,7,6,54.06133131554506
2012_8,8,6,41.52360723217849
2012_9,9,6,36.93788299349541
2012_10,10,6,39.96699903529238
2012_11,11,6,43.747232113367836
2012_12,12,6,29.11682419772047
2013_1,1,6,18.88443655781235
2013_2,2,6,194.7147479283532
2013_3,3,6,81.9540180937209
2013_4,4,6,59.1028110686314
2013_5,5,6,51.040631581043414
2013_6,6,6,53.06932970927939
2013_7,7,6,67.66090275852929
2013_8,8,6,127.89701031727076
2013_9,9,6,28.729484835865108
2013_10,10,6,15.071593782405046
2013_11,11,6,10.740585006921918
2013_12,12,6,28.963148712901337
2014_1,1,6,68.02743281940423
2014_2,2,6,216.14522041228128
2014_3,3,6,304.02894859418564
2014_4,4,6,302.0934965485197
2014_5,5,6,315.81737176689234
2014_6,6,6,289.1714723191292
2014_7,7,6,246.60121225009965
2014_8,8,6,77.9664254613036
2014_9,9,6,25.857502281769776
2014_10,10,6,21.007502196430956
2014_11,11,6,17.560074073694768
2014_12,12,6,38.63147603534918
2015_1,1,6,69.36721238626237
2015_2,2,6,136.2825225404411
2015_3,3,6,234.43491536705164
2015_4,4,6,280.106469101288
2015_5,5,6,327.48004941988575
2015_6,6,6,239.33422181866428
2015_7,7,6,171.359367970264
2015_8,8,6,88.06285352980207
2015_9,9,6,22.750179139876522
2015_10,10,6,45.88299702568467
2015_11,11,6,65.62066649903645
2015_12,12,6,16.44192073359975
2016_1,1,6,26.96718926141078
2016_2,2,6,57.641747263397434
2016_3,3,6,58.728876654719485
2016_4,4,6,98.01667644497547
2016_5,5,6,122.21610169653535
2016_6,6,6,114.0775677578654
2016_7,7,6,68.62100196203384
2016_8,8,6,143.28315373158114
2016_9,9,6,30.24117604426241
2016_10,10,6,12.58896765375205
2016_11,11,6,10.750677206387124
2016_12,12,6,18.483854357209225
2017_1,1,6,85.9312291636798
2017_2,2,6,34.61374006011661
2017_3,3,6,58.58976188769421
2017_4,4,6,49.308209175627354
2017_5,5,6,46.21774763308113
2017_6,6,6,48.44266971989879
2017_7,7,6,60.77087741669993
2017_8,8,6,39.090538539758455
2017_9,9,6,72.51958576624754
2017_10,10,6,15.720330214864095
2017_11,11,6,18.227687310310856
2017_12,12,6,107.78705501545576
2018_1,1,6,61.761112141624515
2018_2,2,6,53.75012975213825
2018_3,3,6,46.52860612770489
2018_4,4,6,50.14721393866998
2018_5,5,6,52.29733259259267
2018_6,6,6,76.1957793495287
2018_7,7,6,53.54462245320599
2018_8,8,6,39.64543778308773
2018_9,9,6,22.114193528853967
2018_10,10,6,28.780060146972335
2018_11,11,6,10.57885578786674
2018_12,12,6,35.73219016271262
2019_1,1,6,69.152107715196
2019_2,2,6,159.63658595607893
2019_3,3,6,256.22004177352994
2019_4,4,6,261.7784593654588
2019_5,5,6,232.1732088703041
2019_6,6,6,176.93371251825312
2019_7,7,6,137.33454007964946
2019_8,8,6,42.89778509757075
2019_9,9,6,47.134313361348006
2019_10,10,6,57.42919443908863
2019_11,11,6,38.46468791478419
2019_12,12,6,42.44249889534321
2020_1,1,6,32.70109088516274
2020_2,2,6,45.05243095556564
2020_3,3,6,167.67479733705036
2020_4,4,6,344.8521820974379
2020_5,5,6,343.62656394530745
2020_6,6,6,302.3846415319262
2020_7,7,6,328.87432981016866
2020_8,8,6,409.7883920854904
2020_9,9,6,101.78550301378698
2020_10,10,6,13.923099926418981
2020_11,11,6,26.336562770286964
2020_12,12,6,55.061348508846834
2011_1,1,7,569.0333431681556
2011_2,2,7,493.1537521514856
2011_3,3,7,368.21036446037425
2011_4,4,7,362.2517096136996
2011_5,5,7,314.72404528341957
2011_6,6,7,286.2352051612903
2011_7,7,7,133.49775429709243
2011_8,8,7,143.3277244142326
2011_9,9,7,66.64385619925201
2011_10,10,7,11.462698724508677
2011_11,11,7,15.60936197979472
2011_12,12,7,36.15633197746011
2012_1,1,7,61.339253579605966
2012_2,2,7,86.54256690021417
2012_3,3,7,65.8627367980885
2012_4,4,7,66.00384822248773
2012_5,5,7,93.42318821186775
2012_6,6,7,66.9684439293773
2012_7,7,7,52.55059251825284
2012_8,8,7,45.08590505262556
2012_9,9,7,50.79334563027437
2012_10,10,7,41.8366635677305
2012_11,11,7,30.01862647418036
2012_12,12,7,22.93589058902736
2013_1,1,7,198.1289427003091
2013_2,2,7,93.81906665927055
2013_3,3,7,63.58486151334127
2013_4,4,7,56.17362088676481
2013_5,5,7,49.03985512544817
2013_6,6,7,53.9048344802864
2013_7,7,7,69.01939738218533
2013_8,8,7,124.18170261781506
2013_9,9,7,29.844166629117602
2013_10,10,7,24.7765000155506
2013_11,11,7,26.482064600329927
2013_12,12,7,64.29219958430531
2014_1,1,7,219.2022642862833
2014_2,2,7,297.637533604142
2014_3,3,7,322.6312569308375
2014_4,4,7,316.9390056312227
2014_5,5,7,327.53711414575866
2014_6,6,7,291.8889030107526
2014_7,7,7,247.39170272666956
2014_8,8,7,78.72779639453074
2014_9,9,7,33.61397632853541
2014_10,10,7,20.88033279968135
2014_11,11,7,43.69537516489349
2014_12,12,7,75.69810404695531
2015_1,1,7,140.41961529612558
2015_2,2,7,232.1951204361758
2015_3,3,7,308.7868352449226
2015_4,4,7,308.0971406000265
2015_5,5,7,290.587184170981
2015_6,6,7,218.0444107155181
2015_7,7,7,167.41942754281166
2015_8,8,7,81.67590363998411
2015_9,9,7,21.8922913743208
2015_10,10,7,51.824258389797464
2015_11,11,7,42.72485913923563
2015_12,12,7,22.42511776486915
2016_1,1,7,55.16711518440712
2016_2,2,7,54.02993189048654
2016_3,3,7,105.02751606796767
2016_4,4,7,100.12136960307987
2016_5,5,7,129.3352830054427
2016_6,6,7,102.14137378468064
2016_7,7,7,64.27380240276102
2016_8,8,7,140.85843558039858
2016_9,9,7,40.02575413987985
2016_10,10,7,11.642040238379685
2016_11,11,7,28.127493352107905
2016_12,12,7,47.54217101610066
2017_1,1,7,35.39121484307152
2017_2,2,7,58.66280000056889
2017_3,3,7,51.32550970927899
2017_4,4,7,46.74683552900585
2017_5,5,7,47.195464016991735
2017_6,6,7,48.358358789326985
2017_7,7,7,60.992760374352756
2017_8,8,7,39.11069578085001
2017_9,9,7,72.70901421175401
2017_10,10,7,12.915276831086086
2017_11,11,7,91.75140694619861
2017_12,12,7,63.745003381691944
2018_1,1,7,51.513540449071854
2018_2,2,7,48.16835679201972
2018_3,3,7,52.28560564980749
2018_4,4,7,46.88621675295376
2018_5,5,7,48.40330172308501
2018_6,6,7,73.51643010221665
2018_7,7,7,52.439890925262034
2018_8,8,7,39.28866234226564
2018_9,9,7,21.012170016309263
2018_10,10,7,18.239405638239337
2018_11,11,7,29.176301952361968
2018_12,12,7,65.14698751910642
2019_1,1,7,170.51026185033453
2019_2,2,7,234.0412696336121
2019_3,3,7,265.85894119208814
