date,month,leadtime,CRPS
2019_4,4,7,252.9313394716578
2019_5,5,7,229.98858938006111
2019_6,6,7,175.9884816938802
2019_7,7,7,103.01172387362284
2019_8,8,7,40.66054294977957
2019_9,9,7,51.38934795561589
2019_10,10,7,41.439622700485664
2019_11,11,7,49.99718725424233
2019_12,12,7,30.46909593476059
2020_1,1,7,35.576941758332296
2020_2,2,7,168.46290687897368
2020_3,3,7,319.0264670144697
2020_4,4,7,331.01824579052163
2020_5,5,7,335.1756170742071
2020_6,6,7,299.97336614628983
2020_7,7,7,330.09922364263923
2020_8,8,7,407.99735091805576
2020_9,9,7,110.23556998008766
2020_10,10,7,12.053307440784415
2020_11,11,7,50.29260594261442
2020_12,12,7,44.23385333902259
