date,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,mean,obs
2011_1,280.7376129032258,152.46302304147466,81.83567434715822,330.866158218126,104.23532949308755,163.3795806451613,156.56383179723503,147.66721351766512,265.02076651305686,186.72257142857143,143.4911113671275,208.682965437788,348.3928655913978,439.7910583717358,197.00109677419354,290.2595606758832,196.4686866359447,160.83291628264206,159.77738786482337,164.13553917050692,105.83123886328725,172.58051075268816,77.53741705069125,140.950490015361,380.9948632872504,128.13678725038403,174.5821689708141,303.1552826420891,152.64875652841783,72.96344777265745,213.0795084485407,398.8352165898618,290.29529723502304,180.69990322580645,129.27878955453147,122.74868433179724,194.84306989247312,263.72983640552997,245.81955529953916,241.80347004608296,251.27676420890936,182.65183256528417,156.90705069124425,284.64857450076806,197.733821812596,205.3807242703533,411.0503777265745
2011_2,815.7738041474654,386.1563033794163,261.7769846390169,539.1778310291859,286.2009631336406,309.9893394777266,178.66823425499234,183.32262980030723,374.65213287250384,526.973633640553,204.49877803379417,331.3557496159754,512.1230514592934,536.6173586789555,383.2521651305683,630.5175407066052,249.18586559139789,366.9386082949309,353.1810192012289,214.4080322580645,231.21710522273426,380.0573156682027,330.9947780337942,321.2657050691244,657.3706474654379,367.7002519201229,250.9263748079877,466.099079109063,247.98541705069124,306.29187941628265,465.93007834101377,536.6114685099847,479.4525698924731,305.492599078341,200.29248156682027,377.6310768049155,307.87567050691246,430.70131720430106,608.5693609831029,404.50338248847925,820.1756689708143,302.76010829493083,430.5271274961597,687.9048241167435,276.8652580645162,396.4434462365591,1064.7513777265744
2011_3,971.851505376344,525.2662473118279,532.9895376344086,798.5056666666667,430.06456989247306,448.34913978494626,591.2837419354839,323.2311290322581,544.0130107526882,621.3525376344086,509.3673010752688,444.76597849462365,732.3307741935485,740.1575376344086,518.3317419354838,777.1456129032258,506.9137741935484,485.64302150537634,579.1431290322581,363.42381720430103,416.1057634408602,690.7159139784947,388.92909677419357,450.0400537634408,785.1354516129031,490.6886344086022,496.306752688172,639.4546129032259,367.6195053763441,869.7532043010752,536.362440860215,601.8533978494625,843.9609139784947,748.3743548387097,530.2349032258064,492.6881397849462,677.2643548387097,802.4874623655912,776.6080000000001,583.0102365591398,897.9620322580645,632.901752688172,672.9278494623655,897.3048387096774,530.7807956989247,605.8585806451613,1177.8357602150538
2011_4,1079.570440860215,597.3200967741935,591.4315268817205,865.5640430107527,686.6662688172044,494.5797526881721,647.5784838709677,420.65662365591396,582.5723655913979,722.5199892473119,555.2952688172043,464.2242365591398,741.8053548387096,726.0306774193548,569.4632580645161,971.7028602150538,500.3080322580645,546.7839139784946,977.6539032258065,506.5155161290323,502.02302150537633,756.2161505376343,443.32982795698933,514.0368602150538,1221.8294838709678,598.7133440860215,571.7868172043012,662.8680860215054,401.6302043010753,916.1206451612903,506.9471075268818,704.1733010752688,872.4144086021505,955.0874408602151,692.8390107526882,496.5713978494624,767.0434301075269,1067.716258064516,919.7743440860215,690.8810967741937,921.0583333333333,790.9580215053763,691.3561290322581,874.7468709677419,772.8148709677421,701.3608387096774,1192.3220107526884
2011_5,1137.3195806451615,612.6824193548388,747.3472150537634,788.6009462365591,761.6071290322581,531.8068064516129,694.4105806451612,445.91725806451615,575.0760215053764,736.2084623655915,583.9055376344085,366.11961290322574,796.4958064516129,685.766440860215,493.83113978494623,990.9866989247312,537.6165053763441,554.219311827957,982.6745268817205,634.4369569892473,592.3385161290323,786.1761075268817,475.485870967742,594.7679032258064,1230.6327849462366,620.1003118279571,618.0496881720429,655.9767956989248,519.5968817204301,946.4586344086022,529.4726666666667,749.8754193548386,882.0676559139785,993.2506451612903,727.8693225806451,591.5038817204302,748.771505376344,1021.8300322580644,918.7603440860214,732.560569892473,967.2644516129033,831.1091720430107,721.42088172043,884.1191505376344,804.0631182795698,728.901247311828,1156.8001387096776
2011_6,1089.560741935484,556.4534516129033,708.3673655913979,655.309494623656,719.517634408602,453.58445161290325,671.4246129032258,371.17079569892474,413.6237634408602,671.0469032258065,554.2762688172043,349.45817204301085,782.3763655913978,589.121193548387,434.2582580645161,889.1139139784947,411.7912150537635,507.39366666666666,921.5608172043011,532.4963010752688,543.7107634408602,718.1896774193549,424.66997849462365,609.2999569892473,1129.0974516129033,535.390752688172,523.0901182795699,542.2366129032257,437.1667096774194,905.6226236559139,505.98227956989246,518.9486774193549,814.1212580645162,937.3000430107526,638.1772795698923,565.147623655914,685.2803333333334,974.7279247311828,814.5286021505376,673.0129354838709,896.3786236559141,718.8076344086022,627.0496129032257,836.7567204301074,698.1996344086023,656.7745913978495,1039.1945376344086
2011_7,953.5008494623656,534.1902043010753,732.3147311827956,672.6800215053763,699.6907526881721,441.32165591397853,742.038129032258,381.2458924731183,444.6943010752688,668.8934086021505,579.4842043010752,389.96984946236563,545.7903225806451,401.21088172043005,457.6175483870968,821.2131612903225,471.2977204301075,538.908064516129,910.9686989247313,579.7142795698924,542.8591075268816,699.0243010752687,436.0823010752688,607.7072688172042,954.2605268817205,557.1020430107527,541.0377311827957,485.5988494623655,421.2512688172043,932.6758817204301,416.69481720430105,487.955870967742,757.666376344086,946.5745913978493,636.5866129032258,504.68613978494625,708.9699139784947,974.4596666666666,784.0181505376344,592.8864838709676,832.1608602150538,744.7908494623656,625.0450967741936,756.626053763441,737.6149032258065,636.689935483871,838.6190043010753
2011_8,374.75707526881723,302.1060967741936,536.2741935483871,368.3856774193548,498.8103010752688,273.6347096774194,637.4499139784946,308.043935483871,292.5467526881721,296.9394623655914,493.467752688172,244.20578494623658,397.98983870967743,284.48943010752686,235.48175268817204,452.7026344086022,378.6374946236559,277.20011827956995,692.023505376344,502.4351397849462,400.05269892473126,435.04065591397847,157.73882795698927,366.4525698924731,654.5610860215055,283.6865053763441,432.3094731182795,285.2255806451613,342.69090322580644,669.706182795699,143.9365806451613,328.3802903225806,532.0162043010753,745.0141720430107,505.82535483870953,201.44044086021506,542.7443440860214,775.6073440860216,408.25849462365596,411.2195161290323,231.88381720430107,607.8636989247311,314.62384946236557,334.67427956989246,620.68388172043,412.8715806451614,187.26806881720427
2011_9,212.67097997775306,119.70350129773823,242.32715424545793,105.53660029662589,316.8950355951057,105.07021023359289,161.6694008157212,138.60347311827957,100.88808787541714,204.87463848720805,87.05048164627362,118.81667593622545,134.78455617352614,55.86790248424175,92.21388802373008,236.50803633667041,96.82499258435297,146.45009788654062,387.820694475343,304.93983908045976,187.79429440118653,59.43301371894698,89.82488023730072,224.16273377827216,472.0773007044864,159.26527141268076,147.7607816091954,74.97819058212829,174.12074972191323,63.53031331108639,66.96566370040784,236.07363922877272,139.800489432703,336.7392539859102,174.20685354097142,122.56128550241009,94.3037267334075,356.45402817945865,189.06881090100111,203.5059944382647,155.6007196885428,246.40606637004078,93.32004263997035,97.27864441972562,308.4388027437894,174.29230367074527,71.91045480163145
2011_10,125.8505880608083,63.20010678531702,261.08286651835374,58.66359584723767,135.87302298850574,121.04333370411568,121.09319169447535,81.02574193548386,78.07958398220245,128.21728846866887,94.34976714868372,158.79957879124953,154.7045053763441,50.25687356321839,85.48678123841306,105.61601408972933,161.0816180941787,69.27514015572858,65.85528476084538,173.1503088616982,147.53407341490546,58.46042232109751,69.94674749721914,172.87279273266594,71.8818516870597,64.75734519836857,102.30777604746015,68.4912892102336,165.47074564330742,64.31721208750463,132.99622617723395,166.65952057842046,106.73695105672968,122.81600037078235,107.13358583611421,129.63379644048942,122.59759510567298,134.16510233592882,71.72079644048944,82.44825917686319,190.0596544308491,55.644728587319236,91.86300889877641,140.29886763070078,70.3335632183908,111.1958290693363,61.24181716722284
