date,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,mean,obs
2011_1,116.86027956989247,108.65468970814133,46.010674347158215,278.19915821812594,57.11799615975421,127.76124731182796,152.644831797235,130.0642135176651,224.1364331797235,127.07490476190478,115.38377803379416,180.12763210445468,117.06919892473117,218.19539170506914,172.99443010752688,161.1288940092166,160.04235330261136,147.62858294930874,94.06138786482336,148.9952058371736,70.40057219662059,95.66684408602151,41.43575038402458,90.95749001536099,161.76786328725038,97.67045391705071,125.00083563748079,203.2992826420891,108.73342319508448,51.57144777265745,116.60517511520739,273.8455499231951,204.2129639016897,135.0625698924731,91.54278955453148,70.69768433179723,160.9350698924731,215.8225030721966,148.8968886328725,134.5808033794163,148.38576420890936,158.3591658986175,100.46238402457757,146.60290783410136,172.07015514592933,137.97305760368664,197.35584439324117
2011_2,272.0038041474654,136.92178725038403,78.69988786482335,295.8955729646697,94.59160829493088,132.70772657450078,95.15307296466975,118.59133947772658,254.47890706605222,178.28621428571427,136.15555222734255,203.36768509984637,327.3249869431644,417.5009070660522,183.35861674347157,276.51657296466976,174.57844623655916,151.76538248847925,150.97553533026115,153.96964516129032,98.03387941628264,158.31183179723502,74.47413287250384,118.33764055299538,362.04193778801846,121.57670353302612,161.76347158218124,285.0364984639017,136.27380414746546,68.38284715821813,196.95201382488477,365.8911459293395,266.36063440860215,176.48679262672812,104.4947396313364,101.93204454685099,158.6134124423963,243.31163978494624,239.67678033794164,228.6220921658986,229.90986251920123,177.54526958525344,146.57035330261135,282.0083725038403,178.76203225806455,189.20409139784942,408.28976482334866
2011_3,818.0818279569892,393.3872150537634,280.456311827957,533.7576021505377,284.15231182795696,305.4984946236559,175.11890322580643,206.02758064516132,384.4959139784946,538.9880215053763,161.22730107526883,353.8995268817204,499.44690322580647,542.2739892473119,410.05980645161287,645.6304516129032,266.9040967741936,378.05721505376346,371.89216129032263,227.81639784946236,250.63124731182796,382.382688172043,353.19974193548387,332.6758602150537,662.0728709677419,380.80315053763445,262.730623655914,454.42880645161296,264.74240860215053,324.0880430107527,480.8227634408602,535.3492043010754,475.96252688172046,329.26596774193547,235.42070967741932,373.0874946236559,331.39112903225805,429.01488172043,592.9831612903226,408.77636559139785,836.5894516129032,321.91336559139785,455.952688172043,695.7777419354838,281.9769247311828,405.09470967741936,1059.4566634408602
2011_4,924.621440860215,491.9387634408602,514.9848602150538,772.4697096774194,418.20093548387104,427.9367526881721,554.586817204301,313.73662365591395,515.0290322580646,586.6556559139785,501.3882688172043,429.5942365591398,688.118688172043,694.1296774193548,503.8279247311828,743.1091935483871,476.21769892473117,441.5399139784946,569.5982365591398,343.1388494623656,407.0090215053763,678.2294838709677,382.457494623656,413.6171935483871,764.8291505376344,483.4146774193548,487.4104838709678,622.0707526881721,353.9975376344086,853.0016451612903,484.2504408602151,582.6609677419355,824.4904086021505,713.6111075268817,521.0680107526882,479.77806451612906,659.6010967741936,780.1929247311828,769.7796774193548,561.7497634408603,891.5596666666667,567.7443548387097,634.5954623655914,853.0392043010752,490.0715376344086,581.5801720430107,1166.2632440860216
2011_5,1096.6750645161292,602.2437096774194,625.740440860215,774.0793333333334,732.1822903225807,514.1942258064516,664.1960645161289,418.28145161290325,545.8205376344087,712.2562043010753,568.2558602150536,357.4725161290322,767.711935483871,671.4538602150537,476.8204946236559,964.5402473118279,529.6487634408602,509.7683440860215,966.6067849462365,507.01018279569894,506.107870967742,779.168688172043,459.2032903225807,551.9627419354839,1214.8066559139786,592.7661182795699,577.8935591397849,647.4103440860215,418.9294623655914,935.6186344086021,507.825247311828,724.568,821.812817204301,931.6370967741935,715.1828709677419,526.3932365591398,719.0873118279569,999.3284193548386,905.6016344086021,679.2970215053763,894.0676774193548,802.5062688172043,711.994752688172,867.5652795698925,767.3756989247311,694.7344731182797,1145.438977419355
2011_6,1072.188741935484,545.9924516129033,676.1623655913978,649.8541612903226,693.7743010752687,449.16545161290327,639.0612795698925,346.4211290322581,406.2207634408602,642.4982365591399,530.9846021505376,300.1818387096775,748.4466989247311,583.6555268817203,422.90892473118276,857.016247311828,369.3402150537635,501.29566666666665,906.2314838709677,509.90396774193545,526.7910967741935,696.7843440860215,419.77997849462366,527.547623655914,1102.93511827957,527.7800860215053,497.26978494623654,516.4779462365591,407.15104301075274,891.8212903225806,487.0046129032258,486.8366774193549,786.4805913978495,899.320376344086,625.9112795698924,557.1302903225807,673.4256666666668,924.4285913978495,802.3066021505376,650.6112688172043,854.3096236559142,710.9606344086022,619.515946236559,787.8333870967741,689.4713010752689,633.8052580645161,1025.9551709677419
2011_7,948.0211720430108,524.1443978494624,715.6315053763441,669.3996989247312,691.8739784946237,435.71649462365593,725.4158709677419,377.1013763440861,440.5323655913978,657.8740537634409,565.2845268817204,375.15468817204305,532.8609677419355,395.42959139784944,450.32851612903227,816.6931612903226,436.86578494623654,534.4554838709677,899.6528924731183,573.9087956989247,537.7239462365591,694.6310752688171,432.70843010752685,601.5272688172042,946.8260107526883,552.3833333333333,531.4432150537634,480.25691397849454,411.66997849462365,929.5194301075269,411.47901075268817,453.3407096774194,745.526376344086,942.4223333333332,625.3414516129033,501.87291397849464,701.5083010752688,961.8438602150537,771.5446021505376,588.8535806451612,821.0627956989248,741.9385913978495,617.6702580645161,746.5547634408603,733.282,627.7609032258065,825.5000043010753
2011_8,372.35965591397854,299.1586774193549,531.7235483870968,366.00696774193545,492.1325591397849,264.94761290322583,631.462817204301,305.6632903225807,290.1764301075269,294.2691397849462,489.6629139784946,240.3364301075269,389.7617741935484,280.6726559139785,232.94497849462365,448.9303763440861,374.1362043010753,274.78495698924735,689.1547956989247,499.79320430107526,397.39431182795704,432.6245268817204,151.79463440860218,363.7296666666666,652.052053763441,280.9806989247312,429.4717311827957,282.7971935483871,339.94477419354837,667.3139247311829,141.32690322580646,322.6838387096774,528.2987849462365,742.2809462365591,502.86438709677407,183.93140860215055,538.8211182795699,772.9147634408603,405.52268817204305,408.76983870967746,229.0286559139785,605.4649892473118,312.08126881720426,329.7487956989247,618.2819462365591,409.07158064516136,182.15739139784944
2011_9,204.55029032258065,117.34039784946236,234.0254301075269,93.5424623655914,307.17848387096774,101.70745161290323,152.40802150537635,135.36347311827956,98.12222580645162,196.0277419354839,81.63151612903225,115.09736559139786,121.79593548387096,53.42824731182796,86.93595698924732,231.74113978494628,94.29844086021504,144.0045806451613,385.2327634408602,302.56466666666665,180.0373978494624,57.10163440860215,84.41556989247313,212.46652688172043,469.6924731182795,155.28906451612903,142.9573333333333,72.53956989247312,171.76212903225806,60.18962365591398,60.63704301075268,222.36639784946237,137.26290322580644,334.3661505376343,165.9399569892473,115.45852688172043,86.96579569892474,338.5609247311828,186.71674193548387,199.43358064516127,151.011064516129,243.99020430107527,75.36521505376345,87.57898924731182,306.05052688172043,168.33609677419355,68.88897204301075
2011_10,83.94929773822766,48.043977753058954,199.90093103448277,41.844563589173156,82.16818427882832,41.808817575083424,97.05932072673342,63.49606451612903,56.128293659621804,83.17083685576566,70.70976714868372,100.05377233963662,112.33966666666667,41.87009936967,54.613878012606605,72.77472376714869,115.80742454579162,65.269978865406,49.77205895439377,162.6861153133111,126.07891212458287,55.89655135335558,36.7228765294772,143.32795402298854,60.15507749351131,42.80734519836856,70.73842120875047,56.32838598442715,158.0742940304042,43.73108305524657,73.9817100482017,110.33242380422692,80.77566073414904,105.23954875787912,55.45584390063033,109.2531512791991,71.90049833147943,110.17123136818688,48.30240934371524,70.12825917686318,148.72417055988134,37.45956729699666,60.217525027808676,105.65273859844272,56.85904708935854,81.81776455320727,45.851688134964775
