date,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,mean,obs
2011_1,81.52060215053763,78.39372196620585,33.40002918586789,194.9830291858679,46.89767357910905,87.40640860215053,139.01450921658986,67.12808448540706,106.61449769585253,83.88393701996928,94.52410061443932,139.61053533026114,109.14436021505375,149.6382949308756,136.6518494623656,72.54760368663594,68.75912749615975,108.48116359447003,49.52461367127496,62.568431643625196,39.31347542242703,56.06006989247312,28.292524577572966,69.3607158218126,92.8552826420891,50.744647465437794,54.12277112135176,92.4108955453149,52.26471351766513,36.84467357910906,90.53356221198158,92.55522734254993,136.88522196620585,92.74902150537635,44.93698310291858,68.1270391705069,94.70281182795699,137.10024500768048,79.87721121351767,95.53273886328725,85.90576420890937,92.13561751152073,59.066577572964675,90.91452073732718,96.78660675883256,85.35079953917051,66.51087665130568
2011_2,108.16213748079875,93.13678725038403,42.898554531490014,243.26990629800306,47.55694162826421,97.14572657450077,91.30940629800308,101.1806728110599,213.6145737327189,118.66088095238095,108.05988556067588,174.82701843317972,96.03598694316437,195.93624039938555,159.42728341013824,147.42857296466974,138.21344623655915,138.57304915514592,85.35020199692781,138.86597849462365,62.69321274961598,81.47516513056834,38.41613287250384,68.44430721966205,142.83627112135179,91.14337019969278,112.22847158218126,185.2374984639017,92.45247081413211,47.014513824884794,100.53201382488479,240.96747926267278,180.3059677419355,130.8657926267281,66.91907296466974,49.935044546851,124.7604124423963,195.43963978494622,142.7574470046083,121.41909216589862,127.08886251920123,153.2579362519201,90.16901996927803,143.96303917050693,153.1416989247312,121.84675806451611,194.59523149001535
2011_3,274.2995698924731,144.15108602150536,97.09018279569892,290.4817956989247,92.68682795698925,128.25978494623655,90.48309677419354,141.2375806451613,264.3194623655914,190.2928602150538,91.98955913978494,225.89533333333333,314.65754838709677,423.1614086021505,208.48593548387097,291.61948387096777,192.29022580645164,162.8749569892473,168.88893548387097,167.3644623655914,117.36898924731182,160.63107526881723,95.15264516129032,129.72424731182795,366.74674193548384,134.65121505376345,172.6880430107527,273.37622580645166,153.00240860215055,86.11288172043011,216.4385698924731,364.6275913978495,262.8760752688172,200.25177419354839,132.67296774193548,97.43943010752689,182.1175806451613,241.6303655913978,224.5873548387097,232.88475268817206,246.3171935483871,196.69659139784946,169.82784946236558,289.8864516129032,183.86660215053763,197.60277419354838,402.99505053763437
2011_4,770.8630537634408,360.07005376344085,262.4535698924731,507.7235806451613,272.2138387096775,285.07030107526884,138.41810752688173,196.5321075268817,355.51677419354843,504.29888172043013,153.2489139784946,338.73133333333334,455.2525591397849,496.25612903225806,395.5605053763441,611.603064516129,236.2157634408602,333.96539784946236,362.342752688172,207.5362688172043,241.5341827956989,369.8965806451613,346.72684946236564,296.2446129032258,641.7736666666667,373.52596774193546,253.83758064516132,437.04913978494625,251.12527956989248,307.3377741935484,428.72237634408606,516.1629032258064,456.49911827956987,294.5143333333333,226.2528494623656,360.14161290322585,313.73593548387095,406.7267956989247,586.1429032258064,387.52202150537636,830.188376344086,256.773064516129,417.6299784946237,651.5214623655913,241.27927956989248,380.8172688172043,1047.884147311828
2011_5,941.7113978494624,496.8520430107527,549.2674408602151,680.9876666666667,463.68329032258066,447.5365591397849,571.1503978494623,311.35711827956993,478.275870967742,576.382870967742,514.336193548387,322.8375161290322,713.9856021505377,639.5528602150538,411.1834946236559,735.9389139784946,505.5390967741936,404.52167741935483,558.5451182795698,343.62584946236564,411.07987096774195,701.1600215053763,398.3052903225807,451.5100752688172,757.7986559139786,477.45745161290324,493.5075591397849,606.6100107526881,371.2814623655914,872.4796344086021,485.11491397849466,603.036,773.8911505376344,690.1487634408602,543.3975376344085,509.5382365591398,611.6419784946236,711.8094193548386,755.6016344086021,550.1510215053763,864.5650107526882,579.279935483871,655.2180860215053,845.8486129032258,484.6233655913978,574.9404731182797,1119.3802107526883
2011_6,1031.533258064516,535.5456774193549,554.5504301075268,635.3370645161291,664.3423655913978,431.5460967741936,608.8270860215054,318.77661290322584,376.97527956989245,618.5456559139785,515.323311827957,291.5205483870968,719.6496021505376,569.3439139784946,405.89182795698923,830.574311827957,361.38311827956994,456.8272795698925,890.1576129032258,382.47074193548383,440.54980645161294,689.7707956989248,403.48739784946235,484.73439784946237,1087.117053763441,500.44266666666664,457.11494623655915,507.915688172043,306.4862043010753,880.9709677419354,465.3262258064516,461.5479677419355,726.2209139784947,837.7058602150537,613.226440860215,491.9935161290323,643.7340537634409,901.9202043010753,789.1514408602151,597.3396559139785,781.1125268817206,682.3625698924732,610.0907849462365,771.2795161290322,652.7848494623656,599.6346129032258,1014.5940096774193
2011_7,930.6428387096774,513.6727311827957,683.4141720430107,663.9260322580645,666.121311827957,431.2844946236559,693.0215376344086,352.3347096774194,433.10836559139784,629.3137204301075,541.9761935483871,325.82835483870974,498.9349677419355,389.9672580645161,438.96051612903227,784.5868279569893,394.3934516129032,528.336817204301,884.3148924731183,551.290129032258,520.7906129032258,673.2014086021504,427.80309677419353,519.7586021505376,920.6680107526882,544.752,505.6065483870968,454.4952473118279,381.639311827957,915.6970967741936,392.50101075268816,421.2190430107527,717.881376344086,904.4239999999999,613.0601182795699,493.85024731182796,689.6333010752688,911.5298602150538,759.3116021505376,566.4419139784945,778.9927956989247,734.0719247311828,610.1245913978495,697.6277634408602,724.5283333333334,604.7775698924731,812.2606376344086
2011_8,366.88288172043013,289.0893225806452,515.0112903225806,362.7114838709677,484.2961075268817,259.31825806451616,614.8037849462365,301.483935483871,285.98965591397854,283.23913978494625,475.4309784946236,225.48449462365593,376.80532258064517,274.86459139784944,225.6304623655914,444.39456989247316,339.661688172043,270.314311827957,677.8118924731182,493.9522365591398,392.2304408602151,428.2125913978494,148.394311827957,357.52869892473115,644.602053763441,276.2445698924731,419.8439892473118,277.4320322580645,330.31993548387095,664.1390860215055,136.0807741935484,288.0328709677419,516.1394301075269,738.1044946236559,491.58890322580635,181.1017311827957,531.331440860215,760.2734731182796,393.0330107526882,404.71080645161294,217.92252688172044,602.5843440860215,304.68901075268815,319.6629892473118,613.9174301075268,400.11835483870976,169.03839139784944
2011_9,202.1625483870968,114.40459139784946,229.49801075268817,91.17859139784947,300.511064516129,93.03809677419355,146.4509247311828,132.99089247311827,95.75803225806453,193.35483870967744,77.85925806451613,111.21672043010754,113.58754838709677,49.639215053763444,84.40595698924731,227.97468817204305,89.88553763440859,141.5913548387097,382.38147311827953,299.9327311827957,177.39578494623657,54.71905376344086,78.48556989247312,209.74943010752688,467.1892473118279,152.58196774193547,140.13733333333332,70.13118279569893,169.02470967741934,57.83349462365591,58.03446236559139,216.66736559139787,133.57193548387096,331.64937634408597,163.00544086021503,97.92755913978495,83.06515053763441,335.89608602150537,183.9899677419355,196.99616129032256,148.15654838709676,241.61149462365591,72.83715053763441,82.68156989247312,303.66891397849463,164.5515806451613,63.77829462365591
2011_10,75.83584946236559,45.68432258064516,191.59300000000002,29.852494623655915,72.46749462365591,38.44364516129032,87.80518279569894,60.266064516129035,53.36174193548387,74.33669892473118,65.28804301075269,96.32963440860215,99.33966666666667,39.42389247311828,49.33560215053764,68.01817204301075,113.24501075268817,62.8348064516129,47.19964516129032,160.32749462365592,118.3247741935484,53.55517204301075,31.315290322580644,131.63933333333335,57.79404301075269,38.84182795698925,65.94255913978495,53.87390322580646,155.71256989247314,40.3724623655914,67.6365376344086,96.64035483870968,78.2384193548387,102.88437634408602,47.18343010752688,102.1328064516129,64.55877419354839,92.29364516129033,45.96206451612903,66.08274193548387,144.11486021505377,35.065774193548386,42.20338709677419,95.92929032258066,54.4921505376344,75.86224731182796,42.83020537634408
