date,rain,obs_flow,et,temp
1999-12-21,0,14.4,0.33,-8.03
1999-12-22,0.03,9.5,0.47,-7.43
1999-12-23,0.26,13.2,0.34,-5.26
1999-12-24,3.74,13.5,0.6,-1.17
1999-12-25,0.55,9.6,0.56,-4.93
1999-12-26,0,14,0.37,-6.13
1999-12-27,0,8.7,0.38,-3.3
1999-12-28,0.31,16.2,0.43,1.57
1999-12-29,0,15.5,0.33,-1.23
1999-12-30,0,17.7,0.35,-1.36
1999-12-31,0.01,13,0.4,-1.33
2000-01-01,0.19,15.9,0.44,1.07
2000-01-02,7.73,20.4,0.78,2.43
2000-01-03,0.02,16,0.77,-1.5
2000-01-04,0.18,13.7,0.43,-2.26
2000-01-05,5.5,21.9,0.43,-0.07
2000-01-06,9.42,30.6,0.69,0.53
2000-01-07,0.03,10.9,0.92,-7.6
2000-01-08,0,23.7,0.68,-4.4
2000-01-09,0,15.4,0.4,-4.2
2000-01-10,0.09,18.6,0.56,-1.43
2000-01-11,0.02,18.4,0.67,-2.83
2000-01-12,2.49,20.6,0.64,1.5
2000-01-13,2.7,13.5,0.52,0.7
2000-01-14,0.04,12.9,0.65,-1.03
2000-01-15,0.07,18.7,0.56,-1.63
2000-01-16,0.1,10.8,0.78,0.9
2000-01-17,0.14,12.2,0.51,-0.2
2000-01-18,0.26,22,0.54,-1.23
2000-01-19,0.61,6.9,0.57,-5.63
2000-01-20,0.01,7.9,0.59,-9.53
2000-01-21,0,11.1,0.42,-8.97
2000-01-22,1.2,17.9,0.45,-4.27
2000-01-23,0.66,14.3,0.58,2.17
2000-01-24,0.16,10.5,0.59,-0.9
2000-01-25,0.12,16.6,0.6,-5.83
2000-01-26,0.06,7.2,0.48,-8.47
2000-01-27,0,11.7,0.52,-6.57
2000-01-28,0,5.3,0.55,-5.06
2000-01-29,0,16.9,0.51,-4.5
2000-01-30,0.01,5.9,0.79,-4.4
2000-01-31,0.13,13.9,0.55,-8.03
2000-02-01,0,6.2,0.57,-8.33
2000-02-02,0,6.9,0.63,-5.83
2000-02-03,0.08,16.2,0.54,-5
2000-02-04,0.19,10.3,0.63,-4.03
2000-02-05,0.05,4.3,0.51,-3.1
2000-02-06,0.05,10.3,0.72,0.17
2000-02-07,0.65,1.8,0.7,-1.7
2000-02-08,0.02,9.2,0.6,-8.53
2000-02-09,0,12.7,0.73,-7.33
2000-02-10,0,12,0.78,-5
2000-02-11,0,6.1,0.86,-1.4
2000-02-12,0.04,13.4,0.83,-1
2000-02-13,0.12,8.4,0.59,-0.36
2000-02-14,0.44,0.8,1.36,0.1
2000-02-15,0,5.6,1.46,-5.53
2000-02-16,0,13.5,1.48,-4.8
2000-02-17,0.22,5.5,1.03,-6.37
2000-02-18,0,6.1,1.09,-4.8
2000-02-19,0,4.8,1.17,-0.83
2000-02-20,0,7.9,1.4,-1.53
2000-02-21,0,4,1.24,-3.37
2000-02-22,0.09,5.8,1.05,-3.33
2000-02-23,0,9.1,0.92,-1.2
2000-02-24,0,8.3,1.1,-4.47
2000-02-25,0.06,9.9,0.78,-5.43
2000-02-26,0.3,8.2,0.98,-1.03
2000-02-27,1.45,4.3,0.87,-2.06
2000-02-28,1.11,12.7,1.17,-4.27
2000-02-29,0,3.3,1.13,-4.1
2000-03-01,0,3.9,1.23,0.4
2000-03-02,0,6.5,1.29,4.6
2000-03-03,0,15.8,1.53,6.43
2000-03-04,0,7.8,1.63,6.57
2000-03-05,0.14,13.7,1.32,3.53
2000-03-06,0.27,10.5,1.48,2.27
2000-03-07,0,14.3,1.66,-1.23
2000-03-08,0.01,11.6,1.17,-3.03
2000-03-09,0,6.5,1.52,-0.93
2000-03-10,0,8.7,1.49,0.7
2000-03-11,0,12,0.82,3.7
2000-03-12,0,6.6,1.55,4.7
2000-03-13,0,6.7,1.73,3.6
2000-03-14,0,7.4,1.7,4
2000-03-15,0.35,15.9,1.3,4.43
2000-03-16,0.11,10.6,1.24,3.17
2000-03-17,0,7.1,1.86,4.13
2000-03-18,0.47,8.2,1.94,8.87
2000-03-19,0.97,14.6,1.25,4.67
2000-03-20,0,15.5,1.71,5.6
2000-03-21,0,10,1.53,6.47
2000-03-22,0.02,2.2,2.24,6.37
2000-03-23,0.08,19.6,1.54,6.6
2000-03-24,0,9.5,2.32,4.07
2000-03-25,0.03,8.1,2.04,3.8
2000-03-26,0.15,15.3,2.15,6.27
2000-03-27,0.76,10.7,2.13,7.87
2000-03-28,7.74,19.6,1.4,10.03
2000-03-29,2.24,17.7,1.41,5.67
2000-03-30,0,25.5,2.42,7.7
2000-03-31,0,25.2,2.28,8.83
2000-04-01,0,21.5,2.36,6.73
2000-04-02,0,17.9,1.68,7.77
2000-04-03,0,16.4,2.58,8.8
2000-04-04,0,16.4,2.43,10.63
2000-04-05,0.01,17.8,2.43,8.43
2000-04-06,0,17.9,2.58,6.57
2000-04-07,0,15.9,2.77,9.27
2000-04-08,0,16.1,2.57,7.6
2000-04-09,1.43,13.4,2.06,9.77
2000-04-10,2.17,12.5,2.51,6.67
2000-04-11,0,12.3,2.87,7.7
2000-04-12,0,18.6,2.22,11.57
2000-04-13,0,10.3,2.67,12.74
2000-04-14,0.05,13.2,2.56,10.7
2000-04-15,0.29,12.6,1.87,6.8
2000-04-16,0.01,14,2.56,7.83
2000-04-17,0.03,10,2.51,8.97
2000-04-18,0.38,17,1.9,13.57
2000-04-19,1.95,18.2,1.79,10.83
2000-04-20,0.54,7.1,3.04,12.67
2000-04-21,5.38,23.3,1.74,11.43
2000-04-22,8.7,19.4,1.95,10.5
2000-04-23,0.01,33.8,3.04,9.14
2000-04-24,0,29.1,4.59,11.7
2000-04-25,0.1,28.7,2.61,12.27
2000-04-26,3.22,22.3,2.05,10.6
2000-04-27,1.52,21.1,1.69,6.67
2000-04-28,0.03,17.8,2.74,10.6
2000-04-29,0.01,16.8,3.36,13.83
2000-04-30,0,18.3,2.8,14.87
2000-05-01,2.04,22.4,2.29,12.17
2000-05-02,0,15.7,2.79,11.13
2000-05-03,0,20.1,3.6,13.3
2000-05-04,0.16,20.5,3.06,15.37
2000-05-05,5.55,15.3,2.02,15.03
2000-05-06,4.04,25.4,3.52,13.1
2000-05-07,0,22,3.67,13.73
2000-05-08,0.01,20.4,3.82,16.33
2000-05-09,0.23,17,3.15,13.87
2000-05-10,15.04,20.5,1.81,11.6
2000-05-11,1.34,27.8,1.66,11.27
2000-05-12,0,25.8,2.75,14.07
2000-05-13,0.01,30.3,3.46,15.67
2000-05-14,1.63,30.6,3.56,15.97
2000-05-15,6.93,25,2.2,15.87
2000-05-16,2.2,39.3,2.08,14.37
2000-05-17,0.08,34.7,3.48,16.73
2000-05-18,3.33,27.6,3.23,17
2000-05-19,24.13,46.5,2.74,16.47
2000-05-20,8.04,119.3,2.25,14.73
2000-05-21,0,113.3,3.08,16.67
2000-05-22,0.03,81.7,2.61,18.6
2000-05-23,3.49,69.2,2.59,19.07
2000-05-24,0,54.8,3.49,21.07
2000-05-25,0,37.8,3.97,22.8
2000-05-26,4.15,33.3,2.78,20.67
2000-05-27,9.67,42.2,1.98,16.67
2000-05-28,0.46,45.3,2.92,17.1
2000-05-29,0,38.8,3.78,19.47
2000-05-30,0,41,2.17,16.2
2000-05-31,0.03,33.1,3.43,19.8
2000-06-01,0.43,24,3.87,18
2000-06-02,0,14.6,4.42,19.93
2000-06-03,0,15.2,4.72,20.93
2000-06-04,0,11.2,4.66,20.67
2000-06-05,0,11.5,4.95,21.77
2000-06-06,0,7.3,4.6,21.37
2000-06-07,0.06,16.1,3.5,21.73
2000-06-08,2.28,8,2.42,18.23
2000-06-09,0.37,7.7,4.21,15.77
2000-06-10,4.54,8.8,4.29,17.27
2000-06-11,0.07,0.5,4.97,18.1
2000-06-12,0.23,9.2,5.48,17.63
2000-06-13,6.1,6,4.7,19.27
2000-06-14,3.75,5.5,4.17,22
2000-06-15,0,9.9,4.29,22.13
2000-06-16,0,5.5,2.71,22.73
2000-06-17,0,1.9,5.52,23.07
2000-06-18,0,1.8,5.77,23.37
2000-06-19,0,2.1,5.68,24.93
2000-06-20,0.11,2.5,4.77,25.2
2000-06-21,4.33,3,3.85,24.27
2000-06-22,3.26,7.1,2.5,22.03
2000-06-23,0.89,3.5,2.79,20.7
2000-06-24,0.12,3.9,3.84,21.8
2000-06-25,0,4.1,3.83,23.7
2000-06-26,31.46,8.4,2.43,23.4
2000-06-27,16.93,68.7,3.09,20.4
2000-06-28,0,68.7,5.88,24.73
2000-06-29,27.81,48.6,2.84,21.83
2000-06-30,3.32,85.4,2.66,21.9
2000-07-01,0,80.4,4.77,24.53
2000-07-02,0,37,5.12,25.87
2000-07-03,0,29.1,5.33,26.5
2000-07-04,1.19,21.1,4.95,26
2000-07-05,0.04,13.2,4.27,25.87
2000-07-06,7.97,22.2,4.65,27
2000-07-07,1.65,14.9,4.33,22.9
2000-07-08,0.02,18.8,5.51,22.5
2000-07-09,0.09,11,5.97,24.07
2000-07-10,6.54,11.2,4.34,25.83
2000-07-11,11.56,15.2,2.8,24.53
2000-07-12,6.43,15.1,4.72,25.77
2000-07-13,0,34.8,4.15,27.2
2000-07-14,0,23.1,3.89,25.23
2000-07-15,0,15.3,4.98,26.27
2000-07-16,0,7.3,2.82,25.8
2000-07-17,0,7.9,3.56,27.07
2000-07-18,3.54,4.1,3.09,27.57
2000-07-19,3.62,11.9,2.69,27.43
2000-07-20,1.87,16.2,2.98,26.8
2000-07-21,10.67,12,3.42,26.83
2000-07-22,55.64,184.8,2.49,24.83
2000-07-23,0.11,282.8,3.41,24.8
2000-07-24,0,116.4,4.89,24.97
2000-07-25,0.73,69.6,2.84,24.03
2000-07-26,0.1,46.1,5.31,23.9
2000-07-27,0.29,34.3,3.65,24.93
2000-07-28,0.02,30.3,3.1,25.6
2000-07-29,9.17,26.5,2.65,26.37
2000-07-30,26.1,46,2.37,21.53
2000-07-31,40.15,393.2,3.48,20.1
2000-08-01,0,314.4,4.23,23.83
2000-08-02,0,141.1,5.59,25.1
2000-08-03,1.33,88,5.83,22.97
2000-08-04,16.97,75.6,2.5,21.93
2000-08-05,13.18,109.1,2.13,23.63
2000-08-06,16.63,159.4,2.14,22.8
2000-08-07,3.77,230,2.46,25.6
2000-08-08,11.02,219.5,3.72,25.87
2000-08-09,0.7,174.5,4.81,25.83
2000-08-10,1.28,124.2,3.93,26.13
2000-08-11,0,90.3,4.55,27.03
2000-08-12,0.07,73.2,4.75,26.73
2000-08-13,0,55.7,5.69,26
2000-08-14,0.25,43.2,4.14,25.9
2000-08-15,0.52,38.9,3.64,25.97
2000-08-16,2.72,34.5,4.11,26.8
2000-08-17,6.02,30.3,3.71,24.9
2000-08-18,4.29,56.2,3.45,25.27
2000-08-19,17.33,51.9,2,23.17
2000-08-20,54.25,168.1,1.99,20.97
2000-08-21,16.15,475.4,2.53,21.73
2000-08-22,2.03,350.6,3.84,23.37
2000-08-23,0.96,200.3,3.72,23.27
2000-08-24,12.61,131.3,2.01,22.63
2000-08-25,86.23,1072.1,1.77,21.27
2000-08-26,36.32,931.1,1.79,21.23
2000-08-27,33.99,991.2,2.07,23.27
2000-08-28,43.39,1853.4,2.54,24.63
2000-08-29,0.07,584.8,4.71,25.33
2000-08-30,1.41,290.1,5.13,25.7
2000-08-31,28.74,210,2.61,23.9
2000-09-01,11.08,510.7,2.83,23.83
2000-09-02,1.63,372.7,3.71,26.43
2000-09-03,4.6,263.7,4.79,23.13
2000-09-04,0,188.6,4.63,21.2
2000-09-05,0,135.1,3.82,21.03
2000-09-06,0.36,112.8,1.72,20.27
2000-09-07,1.2,80.4,2.31,17.6
2000-09-08,5.19,82.2,2.01,17.6
2000-09-09,3.53,68.7,1.87,17.27
2000-09-10,0.12,92.6,3.71,19.13
2000-09-11,0.04,75.6,3.2,17.27
2000-09-12,4.58,54.4,2.7,16.77
2000-09-13,26.74,80.3,1.62,15.57
2000-09-14,50.64,267.4,1.43,15.6
2000-09-15,45.64,1153.6,1.51,16.83
2000-09-16,20.26,1035.5,1.73,16.83
2000-09-17,1.17,652.8,3.69,17.03
2000-09-18,0,351.3,3,16.13
2000-09-19,0.03,210.5,2.73,16.5
2000-09-20,0,159.2,2.22,18.8
2000-09-21,0.54,115.5,2.62,18.07
2000-09-22,2.45,89.6,2.63,17.83
2000-09-23,0,88.6,2.96,18.73
2000-09-24,0,69.4,2.08,18.13
2000-09-25,0,65.3,2.43,17.7
2000-09-26,0,38.5,2.83,17.63
2000-09-27,0,53.6,2.79,17.1
2000-09-28,0,37.6,1.43,15.33
2000-09-29,0,28,2.98,17.83
2000-09-30,0,35.4,2.18,16.77
2000-10-01,0,29.7,1.79,17.53
2000-10-02,0.01,29.9,1.65,17.77
2000-10-03,0,20.1,2.47,15.7
2000-10-04,0,32.7,1.6,14.37
2000-10-05,0,28.5,2.22,16.8
2000-10-06,0,26.1,2.11,17.57
2000-10-07,0,14.2,2.17,18.13
2000-10-08,0,22.6,1.78,18.27
2000-10-09,0.01,19.4,2.13,18.03
2000-10-10,0.25,18.7,1.21,17.1
2000-10-11,1.03,15.5,1.06,15
2000-10-12,0.03,17.9,2.04,12.07
2000-10-13,0,11.8,1.75,8.27
2000-10-14,0,20.7,1.52,8.53
2000-10-15,0,8.2,1.51,11.43
2000-10-16,0,18,1.81,9.9
2000-10-17,0.01,11.4,1.06,8.37
2000-10-18,0,6,1.97,10.53
2000-10-19,0,8.4,1.54,11.47
2000-10-20,0,15.9,1.43,13.37
2000-10-21,0,12.8,1.63,13.03
2000-10-22,0.13,13.9,1.18,9.9
2000-10-23,0.13,12.3,1.89,15.97
2000-10-24,7.76,17.9,0.95,12.77
2000-10-25,1.63,12.2,1.77,15.53
2000-10-26,0.06,18,1.47,9.8
2000-10-27,0,6.5,1.37,9.83
2000-10-28,0,19,0.81,9.23
2000-10-29,0,10,0.76,7.93
2000-10-30,0,6.1,1.25,8.37
2000-10-31,0,0.5,1.07,7.7
2000-11-01,0.05,3.4,0.86,9.73
2000-11-02,0.06,5.8,1.48,11.03
2000-11-03,0,10.8,1.15,11.93
2000-11-04,0,4.8,1.34,11.14
2000-11-05,0.58,5.6,1.54,10.27
2000-11-06,0,9.9,1.16,10.13
2000-11-07,0,6,2.09,9.67
2000-11-08,0,6.5,0.92,2.73
2000-11-09,0.01,2.1,0.77,3.7
2000-11-10,1.18,2.1,0.74,4.63
2000-11-11,0,3.1,0.82,3.03
2000-11-12,0,5.7,0.86,1.97
2000-11-13,0,9.9,0.85,4
2000-11-14,0,5.2,0.78,6.03
2000-11-15,0.94,0.3,0.92,8.13
2000-11-16,7.13,4.8,1.08,4.07
2000-11-17,1.26,5.2,1.11,4.5
2000-11-18,22.75,11.8,0.79,2.13
2000-11-19,2.48,5.8,0.71,3.83
2000-11-20,7.97,18.1,0.8,3.9
2000-11-21,0.08,6.4,1.1,-0.6
2000-11-22,0,11,0.52,-0.4
2000-11-23,0.09,7.2,0.54,2.3
2000-11-24,0,6.7,0.6,6.27
2000-11-25,0.01,2.2,0.74,6.93
2000-11-26,0.43,9.7,0.47,4.2
2000-11-27,0,3.3,0.74,2.13
2000-11-28,0,4,0.57,0.37
2000-11-29,0,2.3,0.74,0.1
2000-11-30,0,8.2,0.67,4.27
2000-12-01,0,7,0.71,4.87
2000-12-02,0,1.5,0.58,4
2000-12-03,0,4,0.76,2.3
2000-12-04,0.01,1.7,0.76,-0.33
2000-12-05,0.01,7.5,1.1,1.97
2000-12-06,0,2.6,0.5,-0.76
2000-12-07,0,3.7,0.5,-0.13
2000-12-08,0,4.9,0.53,4.2
2000-12-09,0.06,0.9,0.55,5.73
2000-12-10,0.09,4,1.18,3
2000-12-11,0.01,4.6,0.85,-6.5
2000-12-12,0,0.5,0.58,-6.86
2000-12-13,0,0.4,0.45,-2.16
2000-12-14,0.29,0,0.46,0.57
2000-12-15,4.62,1.9,0.77,5.3
2000-12-16,0.17,7.9,1.1,0.83
2000-12-17,0.03,2.8,0.4,-2.13
2000-12-18,2.22,2.9,0.33,-2.1
2000-12-19,2.63,8.3,0.51,2.37
2000-12-20,0,8.4,0.42,-0.03
2000-12-21,0.09,3.2,0.49,-0.76
2000-12-22,1.29,5.9,0.51,2.1
2000-12-23,5.89,7.3,0.81,1.03
2000-12-24,0.28,12.3,0.64,-2.43
2000-12-25,0.37,2.4,0.83,-6.73
2000-12-26,0,0.7,0.4,-8.63
2000-12-27,0.07,0,0.35,-6.66
2000-12-28,0.05,4.8,0.38,-3.1
2000-12-29,0,0.8,0.38,-4.46
2000-12-30,0.04,1.6,0.42,-0.93
2000-12-31,0.14,4.5,0.93,-3.43
2001-01-01,0.12,0.6,0.36,-7.33
2001-01-02,0.13,41,0.85,-4.97
2001-01-03,0,27.733,0.88,-7.63
2001-01-04,0.11,14.467,0.58,-9.46
2001-01-05,0,1.2,0.38,-8.46
2001-01-06,0.21,2.8,0.4,-6.6
2001-01-07,6.8,7.2,0.55,-0.53
2001-01-08,7.16,5.9,0.57,0
2001-01-09,2.88,5.75,0.44,-0.3
2001-01-10,0.38,5.6,0.44,-6.26
2001-01-11,0.3,1.8,0.72,-7.96
2001-01-12,0,35.5,0.4,-13.93
2001-01-13,0,19.25,0.59,-11.7
2001-01-14,0,3,0.48,-15.43
2001-01-15,0,7.3,0.38,-16.9
2001-01-16,0,3.7,0.38,-16.06
2001-01-17,0.01,0.1,0.32,-13.06
2001-01-18,0.17,1,0.42,-3.1
2001-01-19,0.17,0.9,0.39,-4.33
2001-01-20,0.73,6.3,0.49,-0.4
2001-01-21,0.12,3.6,0.55,-3.6
2001-01-22,0.12,0.9,0.47,-4.36
2001-01-23,0.08,0.1,0.58,-5.43
2001-01-24,0.12,5.1,0.41,-4.56
2001-01-25,0.26,3.5,1.04,-0.77
2001-01-26,0.76,4.9,0.94,-1.13
2001-01-27,1.72,2.2,0.73,-0.07
2001-01-28,0.05,1.2,1.16,-3.63
2001-01-29,0.12,31.6,0.6,-6.86
2001-01-30,0.5,23.233,0.7,-3.07
2001-01-31,1.66,14.867,0.41,-3.6
2001-02-01,0.93,6.5,0.92,-6.3
2001-02-02,0,2.3,0.52,-10.23
2001-02-03,0.07,2.4,0.59,-3.67
2001-02-04,0.43,2.4,0.79,0.6
2001-02-05,0.12,2.45,0.77,-0.1
2001-02-06,0.12,2.5,0.73,0.63
2001-02-07,0.12,7.7,1.13,-1.33
2001-02-08,0.01,5.05,0.98,-6.26
2001-02-09,0.08,2.4,0.9,-2.63
2001-02-10,0.04,5.1,0.98,-4.77
2001-02-11,0,7.2,1.11,-4.17
2001-02-12,0,4.75,1.18,-2.5
2001-02-13,0,2.3,1.08,-3.17
2001-02-14,0.4,3.7,1.09,-5.8
2001-02-15,11.82,9.8,0.44,-5.93
2001-02-16,1.42,5.7,0.88,-7.1
2001-02-17,0.41,1.3,0.51,-8.2
2001-02-18,0.98,4.65,0.66,1.5
2001-02-19,1.63,8,1.04,3.67
2001-02-20,0,2.2,0.97,3.43
2001-02-21,0,7.9,1.27,4.7
2001-02-22,0,4.5,1.28,4.94
2001-02-23,6.61,12.7,0.82,1.47
2001-02-24,5.21,12.3,0.79,-1.1
2001-02-25,0.42,10.9,1.22,-4.97
2001-02-26,1.69,0.8,1.32,-1.83
2001-02-27,2,12.9,1.1,1.73
2001-02-28,3.37,6.7,0.8,3.37
2001-03-01,1.42,13.2,0.76,2.47
2001-03-02,0.01,9.1,0.9,3.83
2001-03-03,2.67,16.9,1.28,4
2001-03-04,1.08,24.9,1.44,-2.03
2001-03-05,0.19,7,2.23,0.73
2001-03-06,0.2,13.4,1.32,2.94
2001-03-07,0.58,18.6,1.88,-1.47
2001-03-08,0.07,4.4,1.48,-4.63
2001-03-09,2.19,9.3,1.8,-2.53
2001-03-10,4.69,13.9,1.26,-1.97
2001-03-11,0.47,12,1.61,-2.33
2001-03-12,0.08,4.8,1.72,-0.17
2001-03-13,0,6.9,1.87,2.03
2001-03-14,0.64,8.2,1.37,5.63
2001-03-15,0.28,27.9,2.13,4.03
2001-03-16,0.01,57.1,1.95,3.87
2001-03-17,0,48,1.45,6
2001-03-18,0,45.8,2.37,6.77
2001-03-19,0,54.8,1.26,6.8
2001-03-20,0,64,2.66,10.44
2001-03-21,0,105.2,3.03,9.33
2001-03-22,0,85.6,3.19,10.3
2001-03-23,0,94.5,2.08,7.3
2001-03-24,0,69.4,2.8,9.8
2001-03-25,0,63.4,3.07,9.73
2001-03-26,0.01,82.5,3.03,3.1
2001-03-27,0.85,51.5,1.62,1.67
2001-03-28,2.33,49.1,2.05,4.3
2001-03-29,0.05,36.2,1.87,2.63
2001-03-30,1.42,24.5,1.73,2.73
2001-03-31,0.04,34.6,2.1,3.47
2001-04-01,0,15.6,2.8,4.77
2001-04-02,0.13,25.9,1.31,5.84
2001-04-03,0.1,21.3,2.79,7.57
2001-04-04,0,11.5,3.48,8.2
2001-04-05,0,18.1,3.08,10.2
2001-04-06,0.01,30.6,2.32,7.97
2001-04-07,0,34.4,1.87,10.57
2001-04-08,0,31.5,2.53,13.37
2001-04-09,0,22.9,4,15.53
2001-04-10,0,69.1,3.56,14.4
2001-04-11,10.85,55,1.88,10.1
2001-04-12,0.47,49,2.74,8.27
2001-04-13,0.69,40.2,3.27,8.17
2001-04-14,5.53,45.5,3.44,10.2
2001-04-15,0,40.5,3.83,13.03
2001-04-16,0,28.8,3.83,14.33
2001-04-17,0,48.7,3.97,14.23
2001-04-18,0,15.7,4.41,14.13
2001-04-19,0.09,39.6,3.71,14.67
2001-04-20,0,16.2,4.18,10.6
2001-04-21,0.09,24.3,4.47,11.67
2001-04-22,0.14,18.2,4.34,13.1
2001-04-23,0,16.3,4.55,14.7
2001-04-24,0,21.4,3.82,12.1
2001-04-25,0,19.1,3.5,10.5
2001-04-26,0,1.6,4.1,11.77
2001-04-27,0,21.4,3.93,13.33
2001-04-28,0,6.4,2.49,15.13
2001-04-29,0,23,4.29,16.4
2001-04-30,0,15.7,5.35,16.1
2001-05-01,0.15,1.7,2.87,11.23
2001-05-02,0.6,10.3,3.99,11.77
2001-05-03,0,5.1,3.86,12.97
2001-05-04,0.19,17.1,2.49,14.63
2001-05-05,0,13.35,3.94,16.1
2001-05-06,0.35,9.6,4.43,17.8
2001-05-07,2.74,6.3,2.29,17.87
2001-05-08,0.71,6.7,4.54,18.4
2001-05-09,1.78,10.1,3.48,15.43
2001-05-10,0,13.3,3.98,14
2001-05-11,0.01,13.767,4.33,13.97
2001-05-12,0,14.233,5,16.37
2001-05-13,0,14.7,5.1,17.9
2001-05-14,0,13.933,4.1,17.7
2001-05-15,0,13.167,2.17,14.7
2001-05-16,0,12.4,5.78,16.73
2001-05-17,0.03,8.05,5.24,18.67
2001-05-18,0,3.7,3.75,19.57
2001-05-19,0,12.5,4.93,22.57
2001-05-20,0,21.3,4.55,22.2
2001-05-21,0.04,4.4,5.77,19.77
2001-05-22,0.68,5.3,2.67,16.3
2001-05-23,0.03,5.06,5.68,18.57
2001-05-24,0,4.82,4.93,20
2001-05-25,0,4.58,5.04,21.7
2001-05-26,0,4.34,3.41,19.53
2001-05-27,0,4.1,5.07,19.77
2001-05-28,0,3.05,5.43,19.2
2001-05-29,0.03,2,5.58,20.67
2001-05-30,3.55,1.7,3.13,20.57
2001-05-31,1.59,1.4,4.73,17.67
2001-06-01,1.47,1.1,4.39,16.37
2001-06-02,0,0.6,5.18,19.87
2001-06-03,0,3.4,5.81,21.97
2001-06-04,0,4.8,4.65,23.03
2001-06-05,0,6.2,3.15,24.43
2001-06-06,0.01,4.875,4.42,24.47
2001-06-07,0,3.55,5.71,23.37
2001-06-08,2.86,2.225,6.22,25.47
2001-06-09,11.56,0.9,5.91,24.03
2001-06-10,0.05,6.3,5.5,22.67
2001-06-11,12.75,11.7,4.85,21.7
2001-06-12,3.5,18.8,3.6,20.93
2001-06-13,1.22,3.2,2.15,18.6
2001-06-14,0.12,10.5,4.88,18.27
2001-06-15,1.14,7.1,5.38,19.13
2001-06-16,0,3.7,2.68,19.2
2001-06-17,4.95,4.3,4.1,22.43
2001-06-18,34.94,44,2.13,19.9
2001-06-19,5.44,31.3,2.33,19.3
2001-06-20,0.79,32.4,5.33,20.7
2001-06-21,1.65,17.4,2.95,20.2
2001-06-22,1.7,13.9,3,21.63
2001-06-23,0.11,10.7,2.33,20.73
2001-06-24,5.47,17.9,2.2,20.5
2001-06-25,0.16,7.6,4.33,22.93
2001-06-26,0,5.1,3.66,23.2
2001-06-27,0.03,0.7,2.82,22.27
2001-06-28,1.19,12,2.51,23.27
2001-06-29,37.13,18.6,2.29,23.27
2001-06-30,41.76,326.5,2.25,21.03
2001-07-01,0.33,187,2.68,24.2
2001-07-02,0.57,103.9,3.08,25.7
2001-07-03,5.21,68.1,2.83,25.97
2001-07-04,0.05,50.6,5.41,27.43
2001-07-05,3.73,39.9,2.61,24.13
2001-07-06,0,40,5.66,23.47
2001-07-07,0,32.7,5.57,23.07
2001-07-08,0,22,4.6,24.63
2001-07-09,0.09,14.4,4.72,24.43
2001-07-10,13.1,24.8,2.51,22.07
2001-07-11,7.02,40,3.18,24.87
2001-07-12,0.01,32.8,4.41,26.17
2001-07-13,0,11.9,4.1,25.2
2001-07-14,33.31,25.5,2.37,23.53
2001-07-15,105.15,1478.2,2.32,20.5
2001-07-16,0.07,713.4,5.07,21.87
2001-07-17,0,262.7,6.01,22.3
2001-07-18,0,149,4.92,22.83
2001-07-19,0.09,90.6,4.95,24.47
2001-07-20,0.86,73.4,3.65,25.53
2001-07-21,12.15,66.4,2.52,26.5
2001-07-22,38.45,58.4,2.84,26.2
2001-07-23,39.82,1088.5,2.78,25.33
2001-07-24,0.67,341.8,2.55,25.1
2001-07-25,0,162,3.82,27.27
2001-07-26,0.34,103.1,3.14,26.73
2001-07-27,0,79.4,3.19,26.9
2001-07-28,5.94,62.5,2.89,26.6
2001-07-29,32.27,115.6,2.3,25.07
2001-07-30,47.1,445.9,2.29,24.53
2001-07-31,82.8,1656.8,2.44,24.93
2001-08-01,22.4,1079.6,3.43,26.8
2001-08-02,1.48,528.3,4.37,27.53
2001-08-03,3.19,300.1,5.03,28.57
2001-08-04,0.01,189.4,4.91,28.13
2001-08-05,0.05,136.2,4.14,26.53
2001-08-06,0.12,99.8,4.04,26.63
2001-08-07,16.46,107.9,2.97,27.8
2001-08-08,9.95,156.2,3.92,27.37
2001-08-09,0.17,119.6,4.7,23.57
2001-08-10,0.43,88.3,4.84,24.2
2001-08-11,0,68.1,3.26,22.93
2001-08-12,0.6,58.6,3.06,21.27
2001-08-13,13.6,62.8,2.2,19.77
2001-08-14,7.27,67.1,2.28,23.93
2001-08-15,4.81,103.6,2.41,25.13
2001-08-16,0,68.1,4.66,27.47
2001-08-17,0,56,5.34,26.2
2001-08-18,0.73,38.8,4.79,24.3
2001-08-19,0.09,43.2,4.94,24.43
2001-08-20,0,44.1,5.22,24.5
2001-08-21,0.2,16.2,4.26,26.13
2001-08-22,0,27.9,4.42,25.43
2001-08-23,0,19.2,4.13,24.4
2001-08-24,0,11.3,4.37,24.03
2001-08-25,0,28.5,2.35,22.63
2001-08-26,0.03,18.8,4.83,22.37
2001-08-27,0,15,4.95,21.43
2001-08-28,0,12.4,4.53,21.4
2001-08-29,3.52,11.5,3.83,22.2
2001-08-30,0.09,22,4.18,21.53
2001-08-31,0.05,7.7,4.24,21.97
2001-09-01,0,7.6,4.64,21.7
2001-09-02,0.95,12.6,4.93,21.23
2001-09-03,0.87,18.6,4.04,22.9
2001-09-04,0,6.3,3.15,23.1
2001-09-05,0.06,11.9,3.82,23.77
2001-09-06,8.18,10.6,2.81,22.63
2001-09-07,1.13,15.5,3.27,20.83
2001-09-08,2.36,14.5,2.77,21.5
2001-09-09,6.04,19.7,2.72,21.87
