date,rain,obs_flow,et,temp,,,
1972-01-18,0,,1.43,6.9,,,
1972-01-19,11.17,,1.37,8,,,
1972-01-20,0.58,,1.03,7.3,,,
1972-01-21,0.19,,1.74,1.5,,,
1972-01-22,0,,1.75,2.4,,,
1972-01-23,1.83,,1.29,3.4,,,
1972-01-24,20.16,,0.67,4.7,,,
1972-01-25,18.61,,1.23,4.2,,,
1972-01-26,0.04,,1.36,0.4,,,
1972-01-27,0,,1.64,1.1,,,
1972-01-28,0,,1.63,0.5,,,
1972-01-29,0,,0.84,1.8,,,
1972-01-30,0.74,,1.43,2.8,,,
1972-01-31,14.32,,0.74,5.6,,,
1972-02-01,0.02,,1.64,7.9,,,
1972-02-02,0.19,,1.62,4.8,,,
1972-02-03,0.1,,1.71,1.6,,,
1972-02-04,0.67,,0.74,1.9,,,
1972-02-05,0.08,,1.17,1.6,,,
1972-02-06,0.48,,1.31,1.6,,,
1972-02-07,0.2,,1.08,2.1,,,
1972-02-08,0,,1.35,1,,,
1972-02-09,0,,2.05,1.7,,,
1972-02-10,0.34,,1.33,2.8,,,
1972-02-11,0,,0.77,2,,,
1972-02-12,1.79,,1.44,3.9,,,
1972-02-13,6.71,,1.51,4.4,,,
1972-02-14,0,,1.87,2.6,,,
1972-02-15,0,,2,3,,,
1972-02-16,9.97,,0.81,3.9,,,
1972-02-17,0.1,,1.4,4.3,,,
1972-02-18,0,,1.34,5.5,,,
1972-02-19,0,,2.32,4.1,,,
1972-02-20,0,,1.94,-0.7,,,
1972-02-21,0,,1.8,-0.2,,,
1972-02-22,0,,1.61,-0.4,,,
1972-02-23,0,,2.02,1.2,,,
1972-02-24,0,,1.91,1.4,,,
1972-02-25,0,,1.25,1.7,,,
1972-02-26,8.56,,0.97,3,,,
1972-02-27,0,,1.85,1.4,,,
1972-02-28,0,,2.12,0.9,,,
1972-02-29,0,,2.01,-1.3,,,
1972-03-01,0,,1.82,-1.4,,,
1972-03-02,0.01,,1.64,0.8,,,
1972-03-03,0,,1.83,2.8,,,
1972-03-04,0,,1.71,0.7,,,
1972-03-05,0,,1.88,2.2,,,
1972-03-06,0.07,,2.67,3.8,,,
1972-03-07,0,,2.42,5.6,,,
1972-03-08,0.12,,1.15,5.3,,,
1972-03-09,0,,2.16,5.1,,,
1972-03-10,0,,2.61,4,,,
1972-03-11,0,,3.11,6,,,
1972-03-12,0.46,,1.35,4.5,,,
1972-03-13,0.07,,1.92,3.2,,,
1972-03-14,0,,2.3,3.9,,,
1972-03-15,0,,1.8,4.9,,,
1972-03-16,25.12,,0.98,5.6,,,
1972-03-17,0.02,,2.32,6.8,,,
1972-03-18,0,,2.27,7.7,,,
1972-03-19,13.33,,1.18,6.7,,,
1972-03-20,28.14,,1.33,6.8,,,
1972-03-21,0.15,,2.1,5,,,
1972-03-22,0,,2.19,7.1,,,
1972-03-23,8.61,,1.76,11.2,,,
1972-03-24,0.08,,2.58,8.8,,,
1972-03-25,0,,2.19,7.6,,,
1972-03-26,0,,2.95,7.9,,,
1972-03-27,0,,3.08,7,,,
1972-03-28,1,,3.78,12.1,,,
1972-03-29,48.07,,1.65,11.9,,,
1972-03-30,45.41,,1.6,7.6,,,
1972-03-31,7.92,,2.19,3.1,,,
1972-04-01,0,,2.54,0.8,,,
1972-04-02,0,,2.76,3.7,,,
1972-04-03,0.43,,1.88,8.1,,,
1972-04-04,2.46,,1.79,8.6,,,
1972-04-05,0,,2.47,7.2,,,
1972-04-06,0.11,,2.34,10.1,,,
1972-04-07,0.86,,2.36,7.8,,,
1972-04-08,2.45,,1.56,5.4,,,
1972-04-09,1.08,,1.82,5.8,,,
1972-04-10,0.07,,3.26,8.6,,,
1972-04-11,0.12,,2.68,9.2,,,
1972-04-12,0,,3.07,8.6,,,
1972-04-13,0,,3.6,10.7,,,
1972-04-14,2.64,,2.99,13.4,,,
1972-04-15,2.15,,4.14,15.8,,,
1972-04-16,0.02,,3.48,14.7,,,
1972-04-17,0.5,,4.29,17.4,,,
1972-04-18,0,,3.97,11.9,,,
1972-04-19,6.11,,3.58,19.2,,,
1972-04-20,9.89,,2.71,10.8,,,
1972-04-21,0,,3.63,9.7,,,
1972-04-22,0,,3.5,9,,,
1972-04-23,0,,3.05,10.5,,,
1972-04-24,0,,3.19,12.2,,,
1972-04-25,0.02,,1.57,10.8,,,
1972-04-26,0,,3.41,12.1,,,
1972-04-27,0.04,,4.5,15.5,,,
1972-04-28,0,,5.96,22,,,
1972-04-29,0,,6.4,24,,,
1972-04-30,0,,2.96,19,,,
1972-05-01,0,,2.7,11.5,,,
1972-05-02,0.47,,4.82,12.5,,,
1972-05-03,2.68,,4.65,17,,,
1972-05-04,31.97,,1.69,13.9,,,
1972-05-05,2.19,,2.97,13.9,,,
1972-05-06,0,,5.42,17.3,,,
1972-05-07,0,,5.64,24,,,
1972-05-08,52.34,,1.97,14.5,,,
1972-05-09,0.95,,4.02,13.5,,,
1972-05-10,0,,3.79,11.5,,,
1972-05-11,0,,5.65,18.5,,,
1972-05-12,0,,3.11,15.2,,,
1972-05-13,6.63,,1.76,14.1,,,
1972-05-14,0.01,,2.42,14.4,,,
1972-05-15,0.01,,2.98,12.9,,,
1972-05-16,0.08,,3.87,10.8,,,
1972-05-17,0,,5.24,15.9,,,
1972-05-18,0,,5.96,19.1,,,
1972-05-19,19.45,,3.59,19,,,
1972-05-20,0.09,,5.39,17.4,,,
1972-05-21,0,,3.74,13.6,,,
1972-05-22,0,,3.63,13.6,,,
1972-05-23,0,,3.93,12.8,,,
1972-05-24,0,,3.35,12.1,,,
1972-05-25,2.11,,3.32,17.9,,,
1972-05-26,6.08,,2.1,17.2,,,
1972-05-27,0.25,,2.24,13.1,,,
1972-05-28,0.01,,4.1,13.1,,,
1972-05-29,1.19,,1.9,14.9,,,
1972-05-30,0,,5.57,20,,,
1972-05-31,0,,5.18,14.1,,,
1972-06-01,0,,6.59,21.7,,,
1972-06-02,0,,2.9,20.4,,,
1972-06-03,0,,3.45,19.4,,,
1972-06-04,0,,4.65,16.9,,,
1972-06-05,0.02,,4.9,17.5,,,
1972-06-06,0.48,,4.65,17.5,,,
1972-06-07,3.6,,2.11,18.2,,,
1972-06-08,0.11,,5.07,20.5,,,
1972-06-09,0,,7.22,23.1,,,
1972-06-10,0,,8.03,27.8,,,
1972-06-11,0.7,,4.3,23.6,,,
1972-06-12,35.51,,2.17,16.2,,,
1972-06-13,0.4,,3.71,16.8,,,
1972-06-14,0,,4.51,16.9,,,
1972-06-15,0.25,,3.98,16.6,,,
1972-06-16,0.04,,5.6,18.2,,,
1972-06-17,0,,4.74,23.8,,,
1972-06-18,0,,4.8,18.9,,,
1972-06-19,0,,3.91,16.8,,,
1972-06-20,0.01,,6.01,20.8,,,
1972-06-21,0,,4.96,20.1,,,
1972-06-22,0,,3.61,21.6,,,
1972-06-23,0,,3.85,18.4,,,
1972-06-24,0,,3.83,17.9,,,
1972-06-25,0,,4.31,18.5,,,
1972-06-26,40.56,,2.37,19.7,,,
1972-06-27,0.18,,3.42,19.6,,,
1972-06-28,0,,3.33,19.2,,,
1972-06-29,2.85,,3.97,22.7,,,
1972-06-30,22.76,,3.97,23.5,,,
1972-07-01,0,,4.76,19.4,,,
1972-07-02,0,,5.76,20.5,,,
1972-07-03,33.61,,2.2,23.9,,,
1972-07-04,1.67,,3.01,23.7,,,
1972-07-05,0,,3.73,26.2,,,
1972-07-06,0,,6.03,26.5,,,
1972-07-07,0.08,,4.85,25,,,
1972-07-08,52.57,,4.32,24.8,,,
1972-07-09,3.59,,2.6,21.4,,,
1972-07-10,18.67,,2.13,19.2,,,
1972-07-11,8.57,,1.67,19.4,,,
1972-07-12,0.02,,1.92,19.9,,,
1972-07-13,0,,2.38,21,,,
1972-07-14,0,,2.25,21.2,,,
1972-07-15,0,,3.67,20.2,,,
1972-07-16,0.13,,4.3,18.5,,,
1972-07-17,0,,5.44,23.8,,,
1972-07-18,0,,4.81,22.7,,,
1972-07-19,0,,4.62,24.1,,,
1972-07-20,0,,4.27,25.2,,,
1972-07-21,0,,4.86,24.6,,,
1972-07-22,0,,5.05,24,,,
1972-07-23,0,,3.79,24.2,,,
1972-07-24,16.22,,3.93,25.6,,,
1972-07-25,5.35,,3.6,25.5,,,
1972-07-26,0.66,,2.94,24.1,,,
1972-07-27,0.14,,4.41,24.6,,,
1972-07-28,0,,4.27,24.4,,,
1972-07-29,0,,5.37,24,,,
1972-07-30,0,,5.76,27.5,,,
1972-07-31,0,,5.57,27.7,,,
1972-08-01,0,,5.86,29,,,
1972-08-02,10.46,,3.49,27.6,,,
1972-08-03,3.3,,3.74,29.9,,,
1972-08-04,15.15,,2.27,25.3,,,
1972-08-05,0.07,,6.05,28.4,,,
1972-08-06,0.55,,5.77,28.5,,,
1972-08-07,0,,5.7,29.8,,,
1972-08-08,0.01,,4.82,28.8,,,
1972-08-09,46.22,,2.19,24.5,,,
1972-08-10,0.11,,5.91,24.8,,,
1972-08-11,0.07,,5.08,24.5,,,
1972-08-12,0,,4.18,21.8,,,
1972-08-13,0,,5.96,25.5,,,
1972-08-14,0,,4.9,23.7,,,
1972-08-15,0,,5.54,27.3,,,
1972-08-16,0.18,,5.43,28.7,,,
1972-08-17,8.84,,4.87,25.5,,,
1972-08-18,29.18,,3.2,22.9,,,
1972-08-19,143.86,,1.75,19,,,
1972-08-20,10.99,,1.97,21,,,
1972-08-21,1.14,,3.96,21.4,,,
1972-08-22,0,,4.25,20.5,,,
1972-08-23,0,,4.06,20.5,,,
1972-08-24,0,,4.37,21.7,,,
1972-08-25,42.43,,2.14,20.8,,,
1972-08-26,2.28,,2.11,21.8,,,
1972-08-27,10.08,,1.94,21.1,,,
1972-08-28,2.95,,2.35,20.4,,,
1972-08-29,11.85,,2.71,18.2,,,
1972-08-30,1.26,,2.72,20.8,,,
1972-08-31,0.19,,2.26,20.5,,,
1972-09-01,0,,2.66,19,,,
1972-09-02,0,,3.49,20.8,,,
1972-09-03,0.98,,4.52,24.3,,,
1972-09-04,30.66,,2.04,22.4,,,
1972-09-05,1.79,,2.7,20.4,,,
1972-09-06,0,,2.78,19.7,,,
1972-09-07,0,,1.9,19.6,,,
1972-09-08,0,,2.74,20.8,,,
1972-09-09,1.02,,3.81,19.2,,,
1972-09-10,0,,3.71,17.6,,,
1972-09-11,0.12,,3.33,19,,,
1972-09-12,0,,3.53,20.1,,,
1972-09-13,0.47,,2.05,19.6,,,
1972-09-14,14.23,,1.61,19,,,
1972-09-15,0.01,,2.19,20.9,,,
1972-09-16,0.56,,2.74,20.7,,,
1972-09-17,0.39,,3.71,19.2,,,
1972-09-18,2.87,,3.26,19.8,,,
1972-09-19,27.86,,2.67,17.1,,,
1972-09-20,0.05,,2.88,17.2,,,
1972-09-21,0,,3.3,18,,,
1972-09-22,0.36,,3.51,21.5,,,
1972-09-23,0,,1.71,16.8,,,
1972-09-24,0.57,,3.48,15.3,,,
1972-09-25,0.04,,3.18,14.7,,,
1972-09-26,4.77,,3.64,16.4,,,
1972-09-27,1.15,,3.46,16.4,,,
1972-09-28,1.22,,2.63,19.7,,,
1972-09-29,0.16,,4.34,17.5,,,
1972-09-30,0,,3.26,16.3,,,
1972-10-01,0,,3.82,18.8,,,
1972-10-02,0.95,,2.65,15.5,,,
1972-10-03,20.82,,1.58,17.2,,,
1972-10-04,0.7,,3.32,15.5,,,
1972-10-05,0,,3.05,16.3,,,
1972-10-06,0,,2.86,15.6,,,
1972-10-07,0,,2.02,18.8,,,
1972-10-08,0,,2.51,18.1,,,
1972-10-09,0,,2.6,18,,,
1972-10-10,0,,2.16,19.6,,,
1972-10-11,0,,2.63,12.4,,,
1972-10-12,0,,2.65,11.2,,,
1972-10-13,0,,2.63,15.5,,,
1972-10-14,0,,2.82,19.8,,,
1972-10-15,1.89,,1.98,15.8,,,
1972-10-16,0.11,,2.43,12.6,,,
1972-10-17,0,,1.3,14.1,,,
1972-10-18,0,,2.08,14.3,,,
1972-10-19,0,,2.17,16.4,,,
1972-10-20,0.04,,1.24,18.5,,,
1972-10-21,19.47,,1.1,16.4,,,
1972-10-22,0.02,,2.5,8.7,,,
1972-10-23,0.51,,2.71,8.9,,,
1972-10-24,0,,1.63,12.3,,,
1972-10-25,0,,2.06,14.2,,,
1972-10-26,0.1,,1.68,11.6,,,
1972-10-27,0,,2.34,12.6,,,
1972-10-28,0,,1.66,12.8,,,
1972-10-29,0.18,,1.82,13.2,,,
1972-10-30,0.04,,1.38,12.2,,,
1972-10-31,0,,1.62,8.1,,,
1972-11-01,0,,1.72,10.9,,,
1972-11-02,0.83,,0.83,10.6,,,
1972-11-03,5.05,,0.89,13.3,,,
1972-11-04,0,,1.65,13.4,,,
1972-11-05,0.05,,1.14,11.7,,,
1972-11-06,0.67,,1.57,12.1,,,
1972-11-07,0,,1.58,8.4,,,
1972-11-08,0,,1.25,9.2,,,
1972-11-09,5.91,,1.19,13.5,,,
1972-11-10,1.15,,0.98,12.4,,,
1972-11-11,0.56,,1.31,11.8,,,
1972-11-12,0,,1.58,12.5,,,
1972-11-13,0.24,,1.48,14.2,,,
1972-11-14,6.54,,0.98,11.1,,,
1972-11-15,16.79,,0.74,12.5,,,
1972-11-16,3.25,,0.8,12.1,,,
1972-11-17,0.01,,1.58,9.3,,,
1972-11-18,0,,0.95,3.9,,,
1972-11-19,0,,1.01,6.4,,,
1972-11-20,1.74,,2.27,8.8,,,
1972-11-21,0.01,,1.76,1.4,,,
1972-11-22,0.19,,1.72,1.9,,,
1972-11-23,16.59,,1.55,4.4,,,
1972-11-24,0,,1.47,2.1,,,
1972-11-25,0.33,,1.6,2.2,,,
1972-11-26,0.04,,1.44,4.6,,,
1972-11-27,14.94,,1.39,0.8,,,
1972-11-28,0.27,,1.29,2,,,
1972-11-29,0.68,,1.22,3.8,,,
1972-11-30,0.05,,1.78,2.8,,,
1972-12-01,0,,1.68,-0.7,,,
1972-12-02,0,,1.68,1.7,,,
1972-12-03,0,,2.02,5,,,
1972-12-04,0,,1.75,7.7,,,
1972-12-05,0.45,,1.56,9.6,,,
1972-12-06,0.04,,1.38,8.4,,,
1972-12-07,0.01,,1.28,4.9,,,
1972-12-08,0,,1.75,3.5,,,
1972-12-09,0,,1.53,5,,,
1972-12-10,0,,1.57,6.3,,,
1972-12-11,0.07,,1.04,7.8,,,
1972-12-12,0,,1.81,1.1,,,
1972-12-13,0,,1.43,-3.4,,,
1972-12-14,0,,1.49,-0.5,,,
1972-12-15,0,,1.49,4,,,
1972-12-16,0,,1.35,6.1,,,
1972-12-17,0.16,,0.76,5.5,,,
1972-12-18,0,,1.34,0.5,,,
1972-12-19,0,,1.51,-1,,,
1972-12-20,0,,1.25,1.8,,,
1972-12-21,0,,1.14,2,,,
1972-12-22,0,,1.03,3.6,,,
1972-12-23,4.84,,1.05,6.3,,,
1972-12-24,17.63,,1.32,5.7,,,
1972-12-25,0,,0.7,5.4,,,
1972-12-26,0.01,,1.15,6.6,,,
1972-12-27,0,,0.84,6.1,,,
1972-12-28,0.05,,1.21,5.1,,,
1972-12-29,0,,1.68,-0.5,,,
1972-12-30,0,,1.42,-0.5,,,
1972-12-31,0,,1.24,3.4,,,
1973-01-01,0.03,,0.88,1.9,,,
1973-01-02,0,,1.49,-1.8,,,
1973-01-03,0,,1.08,-4.5,,,
1973-01-04,0,,1.01,-1.3,,,
1973-01-05,0,,1.02,0.7,,,
1973-01-06,5.1,,1.03,0.8,,,
1973-01-07,25.32,,0.84,2.3,,,
1973-01-08,0,,0.94,2.6,,,
1973-01-09,0,,1.23,1.7,,,
1973-01-10,0,,1.24,0.8,,,
1973-01-11,0,,1.3,-0.9,,,
1973-01-12,0,,0.8,-0.8,,,
1973-01-13,0,,1.06,-0.5,,,
1973-01-14,0,,0.74,0.7,,,
1973-01-15,0,,1.22,3.5,,,
1973-01-16,0.31,,0.86,3,,,
1973-01-17,6.92,,0.79,4.5,,,
1973-01-18,2.3,,0.64,2.9,,,
1973-01-19,0.03,,1.31,1.9,,,
1973-01-20,0,,1.28,2.6,,,
1973-01-21,0,,1.32,1.9,,,
1973-01-22,7.43,,1.47,3.5,,,
1973-01-23,9.33,,1.49,5.2,,,
1973-01-24,23.75,,0.86,5.2,,,
1973-01-25,5.35,,1,2.3,,,
1973-01-26,1.26,,0.94,1.2,,,
1973-01-27,0,,1.45,0,,,
1973-01-28,0,,1.19,-1,,,
1973-01-29,0,,1.52,0.1,,,
1973-01-30,0,,1.72,-0.2,,,
1973-01-31,0,,1.76,1,,,
1973-02-01,0.15,,1.72,3.4,,,
1973-02-02,0,,1.09,1.6,,,
1973-02-03,4.21,,0.73,3.6,,,
1973-02-04,0.27,,1.16,4.7,,,
1973-02-05,0.22,,0.85,5.5,,,
1973-02-06,0,,1.88,1.1,,,
1973-02-07,0,,1.65,-4,,,
1973-02-08,0,,1.69,-4,,,
1973-02-09,0,,1.53,-2.9,,,
1973-02-10,0,,1.66,-1.2,,,
1973-02-11,0,,2.13,1.5,,,
1973-02-12,0,,1.9,1.2,,,
1973-02-13,0,,2.19,2.2,,,
1973-02-14,0,,2.21,5.2,,,
1973-02-15,0,,2.25,3.5,,,
1973-02-16,0,,2.12,5.6,,,
1973-02-17,4.87,,0.85,4.2,,,
1973-02-18,0,,1.32,6.9,,,
1973-02-19,0.61,,1.36,6.4,,,
1973-02-20,0,,2.29,2.3,,,
1973-02-21,0.46,,2.14,1.4,,,
1973-02-22,0.22,,1.45,5.4,,,
1973-02-23,0,,2.48,2.4,,,
1973-02-24,0,,1.95,-3.3,,,
1973-02-25,0,,1.64,-3.6,,,
1973-02-26,0,,2.18,0.8,,,
1973-02-27,0,,2.07,2.7,,,
1973-02-28,0,,2.22,5.3,,,
1973-03-01,0,,2.46,1.5,,,
1973-03-02,0,,2.16,-0.2,,,
1973-03-03,0,,2.27,2.7,,,
1973-03-04,0.54,,2.38,4.9,,,
1973-03-05,0,,2.68,1.1,,,
1973-03-06,0,,1.53,-0.7,,,
1973-03-07,0,,2,1.3,,,
1973-03-08,0,,3.01,4.1,,,
1973-03-09,0,,2.08,1.8,,,
1973-03-10,0.39,,1.38,5.1,,,
1973-03-11,0,,1.73,4.3,,,
1973-03-12,0,,2.37,5.6,,,
1973-03-13,0,,2.39,4.6,,,
1973-03-14,1.1,,2.07,2.3,,,
1973-03-15,0.63,,1.58,2.5,,,
1973-03-16,0.44,,2,4.5,,,
1973-03-17,0,,2.33,3.6,,,
1973-03-18,0,,2.22,3.9,,,
1973-03-19,0,,2.38,3.7,,,
1973-03-20,0.22,,3.33,8.2,,,
1973-03-21,0,,2.25,6.2,,,
1973-03-22,0,,3.62,6.8,,,
1973-03-23,0,,3.9,10.2,,,
1973-03-24,0,,3.36,4.5,,,
1973-03-25,0,,2.71,0.7,,,
1973-03-26,0,,2.88,3.4,,,
1973-03-27,4.78,,3.07,6.3,,,
1973-03-28,0,,4.49,14.8,,,
1973-03-29,0.1,,3.33,12.9,,,
1973-03-30,0,,2.57,10.8,,,
1973-03-31,0,,4.48,12.6,,,
1973-04-01,0,,2.95,9.6,,,
1973-04-02,0.94,,2.95,10.3,,,
1973-04-03,0,,3.76,8.1,,,
1973-04-04,0,,2.95,7.6,,,
1973-04-05,0,,2.74,5.9,,,
1973-04-06,0,,3.17,7.1,,,
1973-04-07,5.85,,2.54,12.6,,,
1973-04-08,0,,3.29,15.7,,,
1973-04-09,0,,2.42,13.5,,,
1973-04-10,0,,3.07,13,,,
1973-04-11,24.59,,1.43,10.8,,,
1973-04-12,2.33,,1.99,8.9,,,
1973-04-13,0,,4.42,12.5,,,
1973-04-14,3.72,,2.28,10.8,,,
1973-04-15,16.12,,1.57,11.3,,,
1973-04-16,18.79,,1.51,9.9,,,
1973-04-17,0.11,,3.97,11,,,
1973-04-18,0,,5.08,11.7,,,
1973-04-19,0,,4.45,15.2,,,
1973-04-20,0,,4.79,16.1,,,
1973-04-21,0,,1.94,14.6,,,
1973-04-22,0,,4.95,16.7,,,
1973-04-23,2.45,,2.2,16.9,,,
1973-04-24,25.94,,4.19,16.6,,,
1973-04-25,0.48,,5.24,18.9,,,
1973-04-26,0.07,,2.78,14.6,,,
1973-04-27,0,,4.99,13.2,,,
1973-04-28,0,,5.28,16.3,,,
1973-04-29,0,,5.52,17,,,
1973-04-30,0,,5.1,17.6,,,
1973-05-01,44.7,,2.02,15.3,,,
1973-05-02,3.51,,2.67,14.9,,,
1973-05-03,0,,1.9,14.6,,,
1973-05-04,0,,3.14,13.1,,,
1973-05-05,0,,4.34,14.8,,,
1973-05-06,0,,4.71,16.5,,,
1973-05-07,24.34,,2.27,16.4,,,
1973-05-08,0.61,,2.67,17.8,,,
1973-05-09,0,,4.31,15.9,,,
1973-05-10,0,,5.97,14.5,,,
1973-05-11,0,,4.5,13,,,
1973-05-12,0,,4.99,15.7,,,
1973-05-13,0,,4.54,17.9,,,
1973-05-14,0,,4.82,17.1,,,
1973-05-15,0.5,,2.97,17.6,,,
1973-05-16,13.73,,1.71,15.5,,,
1973-05-17,0.2,,2.05,17.3,,,
1973-05-18,0.15,,4.86,18.8,,,
1973-05-19,0,,5.72,18,,,
1973-05-20,0,,5.52,16.8,,,
1973-05-21,0,,6.28,16,,,
1973-05-22,0.68,,3.61,13,,,
1973-05-23,0,,3.99,14.6,,,
1973-05-24,0,,4.7,14.9,,,
1973-05-25,0,,3.66,16.8,,,
1973-05-26,0,,3.07,18.7,,,
1973-05-27,0,,4.34,19.9,,,
1973-05-28,26.99,,2.1,17.4,,,
1973-05-29,0,,4.56,18.9,,,
1973-05-30,0,,5.7,19.6,,,
1973-05-31,0,,4.34,20,,,
1973-06-01,2.65,,3.92,17.1,,,
1973-06-02,0.5,,3.39,15.6,,,
1973-06-03,0,,3.66,15.6,,,
1973-06-04,0,,3.95,17.5,,,
1973-06-05,0,,2.55,17.8,,,
1973-06-06,4.12,,2.03,17.3,,,
1973-06-07,0.39,,3.11,18.2,,,
1973-06-08,0,,4.3,18.5,,,
1973-06-09,0,,2.85,20.4,,,
1973-06-10,0,,4.2,18.7,,,
1973-06-11,0,,3.2,18,,,
1973-06-12,0,,3.59,17.6,,,
1973-06-13,0.29,,3.37,18.9,,,
1973-06-14,0.52,,3.13,19.3,,,
1973-06-15,0,,4.13,21.5,,,
1973-06-16,9.19,,2.35,19.7,,,
1973-06-17,1.17,,3.19,21.3,,,
1973-06-18,0.23,,4.55,21,,,
1973-06-19,1.55,,3.72,22.3,,,
1973-06-20,2.95,,3.97,22.5,,,
1973-06-21,0.53,,4.4,22.7,,,
1973-06-22,0,,6.25,25.4,,,
1973-06-23,0,,5.65,24.6,,,
1973-06-24,0,,4.95,21.5,,,
1973-06-25,0,,4.42,23,,,
1973-06-26,18.96,,2.36,20.1,,,
1973-06-27,3.8,,2.23,19.1,,,
1973-06-28,2.18,,2.83,21.3,,,
1973-06-29,20.76,,2.36,20.6,,,
1973-06-30,39.77,,3.82,21.9,,,
1973-07-01,0,,4.17,21.8,,,
1973-07-02,0,,4.65,22.6,,,
1973-07-03,0,,3.76,22.3,,,
1973-07-04,0.54,,3.78,22.4,,,
1973-07-05,0.03,,4.78,23.6,,,
1973-07-06,0,,5.83,25.6,,,
1973-07-07,0.64,,6.07,27,,,
1973-07-08,16.21,,5.39,27.1,,,
1973-07-09,0,,5.28,25.6,,,
1973-07-10,0,,6.66,27.1,,,
1973-07-11,0.08,,4.38,25.3,,,
1973-07-12,0,,5.75,26.7,,,
1973-07-13,0,,7.09,28.6,,,
1973-07-14,0.12,,6.78,28.5,,,
1973-07-15,0,,6.26,28,,,
1973-07-16,0,,6.19,27.4,,,
1973-07-17,0,,5.58,27.4,,,
1973-07-18,2.74,,4.49,26.4,,,
1973-07-19,8.88,,5.29,26.5,,,
1973-07-20,0,,4.95,27.3,,,
1973-07-21,0,,4.78,28.5,,,
1973-07-22,7.57,,4.61,28.3,,,
1973-07-23,0,,5.35,26.1,,,
1973-07-24,0,,5.94,26.2,,,
1973-07-25,0,,5.51,25.5,,,
1973-07-26,0.03,,5.88,28.2,,,
1973-07-27,22.12,,5.03,28.4,,,
1973-07-28,1.98,,5.15,27.2,,,
1973-07-29,0,,5.19,26.4,,,
1973-07-30,24.28,,3.49,25.1,,,
1973-07-31,1.38,,3.21,25.9,,,
1973-08-01,0.72,,4.04,25.4,,,
1973-08-02,27.85,,3.08,24.1,,,
1973-08-03,16.85,,2.86,25.5,,,
1973-08-04,14.17,,5.08,28.1,,,
1973-08-05,0,,5.81,27.9,,,
1973-08-06,0,,6.05,28.6,,,
1973-08-07,0,,5.97,27.2,,,
1973-08-08,0,,5.7,27.1,,,
1973-08-09,0,,5.98,28,,,
1973-08-10,0,,5.28,28.1,,,
1973-08-11,0,,5.84,28.8,,,
1973-08-12,0,,5.91,27.9,,,
1973-08-13,0,,5.53,27,,,
1973-08-14,0,,4.34,26.7,,,
1973-08-15,0,,4.09,26.3,,,
1973-08-16,0.09,,4.81,26.7,,,
1973-08-17,10.98,,4.43,26.1,,,
1973-08-18,0.07,,7.21,28.8,,,
1973-08-19,0,,5.59,26,,,
1973-08-20,11.76,,4.68,25.5,,,
1973-08-21,0,,6.62,27.3,,,
1973-08-22,0,,5.91,26.3,,,
1973-08-23,4.39,,2.98,25.4,,,
1973-08-24,0.28,,3.59,24.9,,,
1973-08-25,0.91,,4.21,24.2,,,
1973-08-26,0,,4.83,24,,,
1973-08-27,0.4,,5.56,27.3,,,
1973-08-28,0.53,,5.28,28.9,,,
1973-08-29,0.58,,4.52,27,,,
1973-08-30,1.59,,2.84,25,,,
1973-08-31,0,,3.29,23.9,,,
1973-09-01,3.68,,3.54,25.2,,,
1973-09-02,5.9,,2.49,22,,,
1973-09-03,6.31,,3.92,21.8,,,
1973-09-04,0,,3.85,21.7,,,
1973-09-05,0.29,,4.41,22.4,,,
1973-09-06,2.92,,3.52,21.1,,,
1973-09-07,0,,4.02,19.8,,,
1973-09-08,0.52,,3.15,19.9,,,
1973-09-09,71.2,,1.78,19.1,,,
1973-09-10,32.81,,3.62,19.3,,,
1973-09-11,0,,4.65,20.1,,,
1973-09-12,0,,3.82,18.6,,,
1973-09-13,0,,3.17,19.6,,,
1973-09-14,0,,3.86,18.7,,,
1973-09-15,0,,4.08,20.3,,,
1973-09-16,0,,4.02,20.1,,,
1973-09-17,0,,3.39,19.8,,,
1973-09-18,0,,2.49,20.4,,,
1973-09-19,0.42,,2.29,20.9,,,
1973-09-20,0.98,,2.6,20.5,,,
1973-09-21,0.32,,2.48,20.5,,,
1973-09-22,1.5,,3.71,20.4,,,
1973-09-23,0.03,,3.21,20.7,,,
1973-09-24,0,,3.28,19.2,,,
1973-09-25,1.35,,1.9,19.1,,,
1973-09-26,0.57,,4.27,15.7,,,
1973-09-27,0,,3.72,13,,,
1973-09-28,0,,3.18,13.9,,,
1973-09-29,8.57,,1.7,15.6,,,
1973-09-30,2.52,,2.45,17.3,,,
1973-10-01,0,,3.89,18,,,
1973-10-02,1.07,,2.9,17.2,,,
1973-10-03,1.95,,2.34,19.2,,,
1973-10-04,0.82,,2.39,16.1,,,
1973-10-05,3.48,,2.07,13.9,,,
1973-10-06,0,,2.09,13.9,,,
1973-10-07,5.39,,1.56,14,,,
1973-10-08,0,,4.29,14.2,,,
1973-10-09,0,,3.86,12.9,,,
1973-10-10,0,,2.3,13.9,,,
1973-10-11,0,,2.59,16.8,,,
1973-10-12,9.45,,1.23,15.6,,,
1973-10-13,12.13,,1.58,14,,,
1973-10-14,0,,2.68,10.5,,,
1973-10-15,0,,2.7,9.3,,,
1973-10-16,0,,2.58,11.4,,,
1973-10-17,0,,3.01,11.9,,,
1973-10-18,0,,2.75,9.2,,,
1973-10-19,0,,2.93,10.4,,,
1973-10-20,0,,1.54,10.9,,,
