date,rain,obs_flow,et,temp,,,
2016-12-30,0,16.134,0.82,-4.8,,,
2016-12-31,0,12.133,0.91,0,,,
2017-01-01,0,15.367,0.78,0.8,,,
2017-01-02,0,15.35,0.74,1.7,,,
2017-01-03,0,7.289,1.04,2.4,,,
2017-01-04,0,11.328,0.99,2.5,,,
2017-01-05,0.01,11.32,0.65,0.7,,,
2017-01-06,0,11.329,0.67,1.9,,,
2017-01-07,0,7.274,0.67,1.2,,,
2017-01-08,0.14,7.299,0.73,5.4,,,
2017-01-09,0.01,7.287,1.12,2,,,
2017-01-10,0,11.312,1.14,-2,,,
2017-01-11,0,7.266,1.08,-4.8,,,
2017-01-12,0.02,7.309,1.23,-1,,,
2017-01-13,0,3.245,1.02,-5.2,,,
2017-01-14,0,3.257,0.97,-8.9,,,
2017-01-15,0,3.246,1.09,-6.7,,,
2017-01-16,0,7.295,0.73,-5.8,,,
2017-01-17,0,3.272,0.78,-4.1,,,
2017-01-18,0,7.295,0.8,-2.8,,,
2017-01-19,0,7.287,0.76,-1.9,,,
2017-01-20,1.02,3.297,0.67,-3.9,,,
2017-01-21,0.08,7.296,0.66,-7.4,,,
2017-01-22,0.58,3.297,0.85,-7.7,,,
2017-01-23,0.08,3.3,0.93,-8.1,,,
2017-01-24,0,3.322,0.94,-7.9,,,
2017-01-25,0,3.314,0.84,-6.9,,,
2017-01-26,0,7.329,1,-5.6,,,
2017-01-27,0.45,3.317,1.44,-0.6,,,
2017-01-28,0,3.051,0.92,-2.4,,,
2017-01-29,1.29,7.353,0.66,1.8,,,
2017-01-30,0.54,3.351,0.8,-3.6,,,
2017-01-31,0,7.331,0.95,-5.3,,,
2017-02-01,0,3.363,1.49,-2,,,
2017-02-02,0,3.372,1.57,-3.5,,,
2017-02-03,0,3.356,1.39,0,,,
2017-02-04,0,3.362,1.13,1,,,
2017-02-05,0,3.377,1.33,3.6,,,
2017-02-06,0,7.33,1.4,-1,,,
2017-02-07,0,3.393,0.91,-2.3,,,
2017-02-08,0,3.374,1.11,-1.8,,,
2017-02-09,0,3.443,1.37,-4,,,
2017-02-10,0,3.789,1.21,-6.1,,,
2017-02-11,0,3.822,1.24,-5.7,,,
2017-02-12,0,3.814,1.35,-3.5,,,
2017-02-13,0,3.827,1.31,-3.1,,,
2017-02-14,0.03,3.839,1.23,-1.2,,,
2017-02-15,0,3.861,1.51,0,,,
2017-02-16,0.06,3.856,1.95,3.4,,,
2017-02-17,1.63,3.889,1.57,2.8,,,
2017-02-18,0,3.979,1.6,-2.6,,,
2017-02-19,3.21,7.812,1.36,-0.3,,,
2017-02-20,9.38,7.778,1.43,0.6,,,
2017-02-21,0,11.708,1.34,-1.4,,,
2017-02-22,11.16,11.721,0.65,0,,,
2017-02-23,0.06,11.732,1.33,-0.3,,,
2017-02-24,0,7.793,1.66,-1.7,,,
2017-02-25,0.04,11.732,1.66,0.6,,,
2017-02-26,0,7.792,1.48,1.4,,,
2017-02-27,0,7.789,1.53,2.5,,,
2017-02-28,0,3.898,1.83,3.8,,,
2017-03-01,0,8.131,1.4,4,,,
2017-03-02,0.12,4.226,1.28,2,,,
2017-03-03,0,4.268,1.98,2.4,,,
2017-03-04,0,8.147,2.02,4.3,,,
2017-03-05,0,4.275,1.87,5,,,
2017-03-06,0,4.281,2.17,1.4,,,
2017-03-07,0,4.315,1.93,-0.9,,,
2017-03-08,0,4.299,1.75,-1.9,,,
2017-03-09,0.07,4.344,2.27,2,,,
2017-03-10,0.04,4.326,2.33,2.8,,,
2017-03-11,0,4.365,2.33,4.2,,,
2017-03-12,0,0.521,2.29,6.6,,,
2017-03-13,0,8.223,2.32,6,,,
2017-03-14,0.75,0.542,1.4,3,,,
2017-03-15,0.14,4.435,1.85,2.2,,,
2017-03-16,0,4.447,2.16,3.5,,,
2017-03-17,0,4.465,2.44,4.9,,,
2017-03-18,0,4.473,2.27,7,,,
2017-03-19,0,4.493,2.74,7.1,,,
2017-03-20,0.11,4.503,1.89,5.4,,,
2017-03-21,0.32,4.737,1.81,4.4,,,
2017-03-22,0.08,4.543,2.45,4.2,,,
2017-03-23,0.06,4.576,2.48,6.9,,,
2017-03-24,0,0.761,2.05,6.2,,,
2017-03-25,8.75,12.132,1.02,3.1,,,
2017-03-26,5.3,8.361,1.25,4.3,,,
2017-03-27,0.79,8.354,1.37,3.9,,,
2017-03-28,0.14,8.369,2.13,4.9,,,
2017-03-29,0.02,4.621,2.7,7.5,,,
2017-03-30,0,8.399,3.03,8.3,,,
2017-03-31,2.7,4.668,1.3,5.5,,,
2017-04-01,9.27,10.849,1.27,4.5,,,
2017-04-02,0.14,7.238,2.55,6.7,,,
2017-04-03,0,11.058,3.62,9.5,,,
2017-04-04,0.01,11.057,3.49,10.6,,,
2017-04-05,13.34,14.613,1.87,11.4,,,
2017-04-06,14.44,44.115,1.82,12.1,,,
2017-04-07,0,74.905,3.37,12.6,,,
2017-04-08,0,48.715,3.82,15.3,,,
2017-04-09,0.18,33.618,2.17,8.8,,,
2017-04-10,0,22.238,3.7,10.1,,,
2017-04-11,20.27,45.162,2.68,11.3,,,
2017-04-12,0,45.285,3.9,10.3,,,
2017-04-13,0.27,41.517,3.77,9.4,,,
2017-04-14,0.91,26.178,3.48,11.6,,,
2017-04-15,0,30.035,4.37,16.2,,,
2017-04-16,0,26.223,3.79,16.8,,,
2017-04-17,23.72,41.743,1.75,11,,,
2017-04-18,5.02,41.835,2.89,12.8,,,
2017-04-19,0,45.824,4.5,12.6,,,
2017-04-20,0.05,38.086,2.19,11.2,,,
2017-04-21,0,34.225,3.35,11.1,,,
2017-04-22,1.59,26.392,3.21,11.6,,,
2017-04-23,0,26.41,3.89,12.2,,,
2017-04-24,0.04,22.516,4.33,13.3,,,
2017-04-25,0,14.599,3.7,15,,,
2017-04-26,0.1,18.58,3.4,12.4,,,
2017-04-27,0,14.618,3.74,9.5,,,
2017-04-28,0,6.714,4.53,12.1,,,
2017-04-29,0,14.589,4.78,13.9,,,
2017-04-30,0,6.725,5.28,18.3,,,
2017-05-01,0,11.781,4.95,15.6,,,
2017-05-02,0,7.904,4.44,14.7,,,
2017-05-03,0,7.925,4.73,16.6,,,
2017-05-04,0,4.074,4.29,17,,,
2017-05-05,0.07,4.141,4.84,19.8,,,
2017-05-06,0,8.095,5.45,16.1,,,
2017-05-07,0.04,0.371,5.25,14.8,,,
2017-05-08,0,4.326,4.49,16.9,,,
2017-05-09,3.99,8.249,2.35,14.9,,,
2017-05-10,0.51,4.446,2.11,14.4,,,
2017-05-11,0.04,8.316,3.04,15.9,,,
2017-05-12,0,4.562,2.27,16.4,,,
2017-05-13,5,8.436,4.33,17.8,,,
2017-05-14,0.01,8.492,5.1,14.4,,,
2017-05-15,0,0.936,3.34,12.5,,,
2017-05-16,0.04,4.799,3.11,14.9,,,
2017-05-17,2.52,4.893,3.74,17,,,
2017-05-18,0.02,4.923,4.65,17.8,,,
2017-05-19,0,1.168,6.11,20.9,,,
2017-05-20,0,6.149,5.68,22.1,,,
2017-05-21,0,2.644,5.14,20.3,,,
2017-05-22,0,2.7,5.12,18.9,,,
2017-05-23,0,6.275,3.64,18.2,,,
2017-05-24,7.35,2.787,3.45,19.2,,,
2017-05-25,0.06,2.842,5.3,19.2,,,
2017-05-26,0,2.896,3.48,13.4,,,
2017-05-27,0,2.934,4.03,15.1,,,
2017-05-28,0,3.011,5.19,17.4,,,
2017-05-29,0,3.172,6.13,23.6,,,
2017-05-30,0,6.585,4.83,21.7,,,
2017-05-31,0.05,3.169,4.23,21.8,,,
2017-06-01,10.67,1.737,3.65,18.8,,,
2017-06-02,0.01,5.266,5.01,16.5,,,
2017-06-03,0,5.372,4.15,15.9,,,
2017-06-04,0.09,2.057,4.6,16.4,,,
2017-06-05,0,1.566,4.76,17,,,
2017-06-06,12.69,8.496,2.61,15.5,,,
2017-06-07,5.02,1.781,2.05,16.5,,,
2017-06-08,0.11,5.272,5.3,19.9,,,
2017-06-09,0,5.388,5.33,20.1,,,
2017-06-10,0.67,5.483,4.59,18.7,,,
2017-06-11,0,2.241,4.62,16.3,,,
2017-06-12,0,5.656,3.95,14.9,,,
2017-06-13,5.65,4.12,3.96,17.6,,,
2017-06-14,0.02,2.585,4.93,19,,,
2017-06-15,0,3.008,6.01,22.4,,,
2017-06-16,0,3.143,5.21,20.1,,,
2017-06-17,0,0.043,5.46,21.8,,,
2017-06-18,0.07,3.374,5.48,23.6,,,
2017-06-19,0,3.488,5.6,24.2,,,
2017-06-20,0.03,0.341,4.21,22.2,,,
2017-06-21,0.03,0.481,4.39,23.2,,,
2017-06-22,0,0.592,5.09,22.6,,,
2017-06-23,0,0.748,5.31,23.3,,,
2017-06-24,1.14,0.856,3.89,23.8,,,
2017-06-25,1.95,1.016,3.23,22,,,
2017-06-26,0.1,1.135,3.03,21.2,,,
2017-06-27,2.51,1.264,4.26,22.5,,,
2017-06-28,2.73,1.368,4.27,23.9,,,
2017-06-29,0.22,1.525,4.48,24.2,,,
2017-06-30,0.04,1.636,5.29,24.4,,,
2017-07-01,2.55,11.169,3.03,24.2,,,
2017-07-02,23.58,8.123,3.03,24.2,,,
2017-07-03,79.35,74.61,3.03,24.2,,,
2017-07-04,25.52,241.179,3.03,24.2,,,
2017-07-05,0.13,148.078,3.03,24.2,,,
2017-07-06,0.26,62.647,4.76,25.3,,,
2017-07-07,0.11,35.28,3.39,24.9,,,
2017-07-08,22.25,48.568,2.65,24.3,,,
2017-07-09,3.48,56.384,3.8,27,,,
2017-07-10,7.84,42.145,2.6,25.3,,,
2017-07-11,7.22,51.055,5.16,25.8,,,
2017-07-12,0,49.849,5.74,26.1,,,
2017-07-13,0,36.53,5.7,26.4,,,
2017-07-14,8.92,36.51,5.05,26.2,,,
2017-07-15,4.6,29.819,2.75,24.2,,,
2017-07-16,38.45,93.17,2.54,24.1,,,
2017-07-17,0.66,130.492,3.45,25.7,,,
2017-07-18,0,65.641,4.16,25.3,,,
2017-07-19,0,41.414,5.2,26.5,,,
2017-07-20,0,29.797,4.98,27.2,,,
2017-07-21,0,26.367,4.14,27.5,,,
2017-07-22,4.05,19.706,3.01,27.7,,,
2017-07-23,5.59,19.758,2.37,24.9,,,
2017-07-24,13.27,25.894,2.59,26.2,,,
2017-07-25,7.31,57.038,2.95,23.3,,,
2017-07-26,0.02,24.458,5.21,22.8,,,
2017-07-27,0,17.601,4.69,22.4,,,
2017-07-28,14.64,34.872,2.53,23.4,,,
2017-07-29,12.02,61.969,2.17,21.5,,,
2017-07-30,0.06,31.001,4.05,24.6,,,
2017-07-31,21.49,93.882,2.12,22.3,,,
2017-08-01,6.01,61.332,3.31,25.2,,,
2017-08-02,0.01,43.885,3.81,25.1,,,
2017-08-03,0,33.365,3.96,23.9,,,
2017-08-04,0,34.012,4.45,26.2,,,
2017-08-05,1.15,19.924,4.77,27.6,,,
2017-08-06,0.89,16.498,5.24,28,,,
2017-08-07,3.01,17.965,4.57,27.2,,,
2017-08-08,0.56,14.251,4.41,26,,,
2017-08-09,17.23,22.11,2.15,23.5,,,
2017-08-10,30.95,58.904,2.12,23.1,,,
2017-08-11,10.16,111.566,3.44,23,,,
2017-08-12,0.05,94.461,3.7,22.7,,,
2017-08-13,0.24,62.832,2.39,21,,,
2017-08-14,9.46,48.701,2.08,21,,,
2017-08-15,23.08,58.61,2.05,21.7,,,
2017-08-16,9.57,130.226,2.42,22.9,,,
2017-08-17,17.72,179.538,2.15,21.5,,,
2017-08-18,7.63,155.561,3.19,23.8,,,
2017-08-19,4.97,166.262,3.04,23.8,,,
2017-08-20,5,116.17,2.23,23,,,
2017-08-21,12.47,95.387,2.73,24.9,,,
2017-08-22,0.46,107.348,4.08,26.5,,,
2017-08-23,7.99,95.435,3.02,26.5,,,
2017-08-24,12.36,84.551,2.87,26,,,
2017-08-25,3.23,115.159,4.46,23.9,,,
2017-08-26,0,83.127,4.27,20.8,,,
2017-08-27,0,57.898,2.78,19.5,,,
2017-08-28,6.22,40.945,3.08,21.5,,,
2017-08-29,2.49,36.697,4.09,21.6,,,
2017-08-30,0,28.216,2.01,17.7,,,
2017-08-31,0,23.991,3.51,18.6,,,
2017-09-01,0,20.169,3.9,17.7,,,
2017-09-02,0,16.503,3.56,16.9,,,
2017-09-03,0,12.338,3.85,18,,,
2017-09-04,0,12.349,3.45,18.8,,,
2017-09-05,0.01,12.413,1.87,17.7,,,
2017-09-06,0.65,12.415,1.86,20.1,,,
2017-09-07,0.46,8.266,3.36,21.2,,,
2017-09-08,0,10.413,3.52,21.2,,,
2017-09-09,0,10.432,3.39,21.2,,,
2017-09-10,0,6.356,2.16,20,,,
2017-09-11,35.82,34.534,1.65,18,,,
2017-09-12,0,40.041,3.47,20.7,,,
2017-09-13,7.12,22.434,3.5,18.4,,,
2017-09-14,0,18.281,3.27,18.2,,,
2017-09-15,0.08,9.041,3.29,17.6,,,
2017-09-16,0.13,13.203,1.94,17.5,,,
2017-09-17,0.79,9.029,2.39,18.8,,,
2017-09-18,0.01,4.886,3.19,18.4,,,
2017-09-19,0.77,8.872,2.89,18.9,,,
2017-09-20,2.86,8.923,3.4,16.9,,,
2017-09-21,0,8.782,3.08,16.2,,,
2017-09-22,0,4.858,2.89,17.5,,,
2017-09-23,0,9.136,2.74,17.9,,,
2017-09-24,0,4.997,2.79,18.4,,,
2017-09-25,0,3.104,3.08,20.5,,,
2017-09-26,0,5.236,2.86,19.9,,,
2017-09-27,23.42,28.689,1.39,16.7,,,
2017-09-28,0.52,6.678,2.8,17.2,,,
2017-09-29,0.04,11.349,2.59,12.5,,,
2017-09-30,0,7.399,2.63,14,,,
2017-10-01,8.81,9.247,1.39,14.3,,,
2017-10-02,19.12,19.944,1.89,17.9,,,
2017-10-03,0.05,21.462,2,15.5,,,
2017-10-04,0.09,13.442,2.04,14.4,,,
2017-10-05,0,10.251,1.85,13.7,,,
2017-10-06,6.27,14.331,1.23,14.4,,,
2017-10-07,0.06,10.266,1.91,17.9,,,
2017-10-08,0,10.735,2.4,19.7,,,
2017-10-09,0,6.191,2.41,20,,,
2017-10-10,0,11.229,2.26,20,,,
2017-10-11,2.19,7.271,1.41,16.8,,,
2017-10-12,14.95,19.405,1.03,11.8,,,
2017-10-13,0.07,8.933,2.08,11.9,,,
2017-10-14,0,16.943,2.08,12.3,,,
2017-10-15,0.03,6.965,1.66,12.2,,,
2017-10-16,0,8.729,1.47,14.4,,,
2017-10-17,0,8.704,1.96,14.2,,,
2017-10-18,1.13,8.69,1.23,12.4,,,
2017-10-19,0.27,4.689,1.25,12.4,,,
2017-10-20,0,4.678,1.75,13.6,,,
2017-10-21,0,8.755,2.02,13,,,
2017-10-22,0.46,4.715,2.09,11.9,,,
2017-10-23,0,4.737,1.71,9.1,,,
2017-10-24,0,4.741,1.51,8.7,,,
2017-10-25,0,4.844,1.6,10,,,
2017-10-26,0,4.798,1.41,10.8,,,
2017-10-27,0,4.79,1.3,12.5,,,
2017-10-28,0,2.108,1.64,12.9,,,
2017-10-29,0.01,4.936,2.07,12.7,,,
2017-10-30,0,0.965,1.65,6.3,,,
2017-10-31,0,4.938,1.68,6,,,
2017-11-01,0,2.847,1.26,9.3,,,
2017-11-02,0,6.813,1.42,12.3,,,
2017-11-03,0,2.851,1.38,10.1,,,
2017-11-04,0.32,2.877,1.34,6.5,,,
2017-11-05,0,2.875,1.5,6.1,,,
2017-11-06,0,2.865,1.59,7.4,,,
2017-11-07,0,2.89,1.41,9.1,,,
2017-11-08,0,2.887,1.77,10.7,,,
2017-11-09,0,2.909,1.31,7.3,,,
2017-11-10,1.33,5.121,1.64,8.4,,,
2017-11-11,0.05,7.334,1.52,4,,,
2017-11-12,0,3.424,1.24,3.8,,,
2017-11-13,0,3.684,1.15,3.9,,,
2017-11-14,0,3.945,1.76,6.6,,,
2017-11-15,0,4.099,1.56,2.5,,,
2017-11-16,0,4.253,1.26,0.9,,,
2017-11-17,0.08,4.407,0.91,0.4,,,
2017-11-18,0.06,3.504,1.19,-0.3,,,
2017-11-19,0,3.506,1.3,-2.6,,,
2017-11-20,0,3.509,1.29,0.8,,,
2017-11-21,0,3.531,1.07,0.4,,,
2017-11-22,0.05,3.553,0.77,0.3,,,
2017-11-23,0,1.653,1.11,-1,,,
2017-11-24,0.35,1.693,0.81,-1.1,,,
2017-11-25,0.02,1.727,0.8,-0.9,,,
2017-11-26,1.81,5.633,0.72,2.6,,,
2017-11-27,0,5.646,0.86,3.3,,,
2017-11-28,0,2.3,0.99,6.3,,,
2017-11-29,0,2.307,1.29,6.2,,,
2017-11-30,0,4.264,1.35,0.1,,,
2017-12-01,0,6.22,1.04,-3.1,,,
2017-12-02,0,2.409,0.83,-1.6,,,
2017-12-03,0,2.443,0.61,0.1,,,
2017-12-04,0,2.475,1.1,-0.5,,,
2017-12-05,0,2.466,1.14,-5.2,,,
2017-12-06,0,2.5,0.64,-3.3,,,
2017-12-07,0.95,1.523,0.57,-1.3,,,
2017-12-08,0,5.393,1.04,-3.9,,,
2017-12-09,0,1.626,0.75,-3.5,,,
2017-12-10,0.06,1.663,0.83,-0.2,,,
2017-12-11,0.08,3.599,1.27,-6.4,,,
2017-12-12,0,5.535,0.83,-9.4,,,
2017-12-13,0,1.807,1.06,-6.9,,,
2017-12-14,0,1.843,0.53,-6.5,,,
2017-12-15,0,2.382,0.73,-3.8,,,
2017-12-16,0,2.606,1.1,-5.2,,,
2017-12-17,0,2.831,0.88,-7.3,,,
2017-12-18,0.24,2.878,0.47,-6.1,,,
2017-12-19,0,2.914,0.94,-5,,,
2017-12-20,0,2.942,0.63,-6,,,
2017-12-21,0,2.971,0.87,-1.4,,,
2017-12-22,0,4.391,0.79,-1.4,,,
2017-12-23,0,4.428,0.75,1.7,,,
2017-12-24,9.92,7.93,0.52,0.4,,,
2017-12-25,0.05,0.958,1.01,-2.1,,,
2017-12-26,0,4.511,1.2,-3.4,,,
2017-12-27,0,4.534,1.11,-6.5,,,
2017-12-28,0,4.567,0.79,-4.5,,,
2017-12-29,0,1.078,0.85,0.1,,,
2017-12-30,0,4.624,0.59,0,,,
2017-12-31,0.53,1.166,0.96,-1.5,,,
2018-01-01,0.11,4.688,0.99,-4,,,
2018-01-02,0,1.261,0.92,-3,,,
2018-01-03,0.01,4.752,0.89,-4.2,,,
2018-01-04,0,1.33,0.59,-4.9,,,
2018-01-05,0,4.807,1.01,-1.1,,,
2018-01-06,0,4.841,0.98,-2.5,,,
2018-01-07,0,1.435,0.62,-4.5,,,
2018-01-08,0.69,1.489,0.66,0.6,,,
2018-01-09,0.06,4.951,1.03,-3.4,,,
2018-01-10,0.36,1.559,0.75,-8.1,,,
2018-01-11,0,5.008,0.7,-10.8,,,
2018-01-12,0,1.644,0.75,-11.3,,,
2018-01-13,0,1.679,0.65,-6.9,,,
2018-01-14,0,1.718,0.71,-4.4,,,
2018-01-15,0,1.752,1.11,2.3,,,
2018-01-16,0.66,1.793,0.79,1.8,,,
2018-01-17,6.39,11.942,0.6,3.7,,,
2018-01-18,0.04,1.88,0.95,2.8,,,
2018-01-19,0,1.921,0.88,0.1,,,
2018-01-20,0.02,5.287,0.74,-1.6,,,
2018-01-21,0,5.336,0.82,-0.9,,,
2018-01-22,1.01,2.047,0.77,0.5,,,
2018-01-23,0.05,2.092,1.47,-6.5,,,
2018-01-24,0,3.764,0.83,-13.7,,,
2018-01-25,0,5.436,0.77,-12.5,,,
2018-01-26,0,3.845,0.81,-12.7,,,
2018-01-27,0,2.254,0.72,-9.9,,,
2018-01-28,0,2.318,1.26,-4.3,,,
2018-01-29,0,2.361,1.01,-8.8,,,
2018-01-30,0,2.41,0.87,-8.8,,,
2018-01-31,0,2.459,1.07,-2.3,,,
2018-02-01,0,4.576,0.93,-4.4,,,
2018-02-02,0,1.45,0.94,-4.9,,,
2018-02-03,0,1.549,0.98,-7.8,,,
2018-02-04,0,1.574,1.11,-9.3,,,
2018-02-05,0,1.598,0.9,-11.1,,,
2018-02-06,0,1.64,0.88,-11.4,,,
2018-02-07,0,1.631,0.89,-10.4,,,
2018-02-08,0.07,1.878,1,-7.3,,,
2018-02-09,0,3.233,1.15,-2,,,
2018-02-10,0,4.587,1.37,-0.8,,,
2018-02-11,0,5.942,1.23,-6.5,,,
2018-02-12,0,2.824,1.18,-7,,,
2018-02-13,0,6.037,1.3,-4.2,,,
2018-02-14,0,7.091,1.52,0.2,,,
2018-02-15,0,8.145,1.57,0.7,,,
2018-02-16,0,9.199,1.62,-1.4,,,
2018-02-17,0,4.602,1.86,-1.8,,,
2018-02-18,0,0.004,1.27,-0.9,,,
2018-02-19,0,3.214,1.54,1.6,,,
2018-02-20,0,0.197,1.53,-0.6,,,
2018-02-21,0,3.272,1.39,-1.9,,,
2018-02-22,0,0.257,1.36,-3.2,,,
2018-02-23,0.19,3.287,1.24,0,,,
2018-02-24,0,6.496,1.85,4.8,,,
2018-02-25,0,3.449,1.53,2.8,,,
2018-02-26,0,0.426,1.64,0.8,,,
2018-02-27,0,3.55,1.76,2.5,,,
2018-02-28,16.39,9.605,0.95,2.8,,,
2018-03-01,1.71,3.639,1.76,0.3,,,
2018-03-02,0.43,6.651,1.8,-0.5,,,
2018-03-03,0.54,6.702,2.07,4.9,,,
2018-03-04,14.49,12.685,2.04,9.6,,,
2018-03-05,12.47,15.73,1.63,3.7,,,
2018-03-06,0.5,21.771,1.76,2.2,,,
2018-03-07,1.51,15.764,0.99,2.1,,,
2018-03-08,12.59,15.723,0.83,1.6,,,
2018-03-09,0.41,10.758,1.09,1.6,,,
2018-03-10,0.3,7.726,1.95,3.2,,,
2018-03-11,0.31,10.778,2.23,4.9,,,
2018-03-12,0.17,7.726,2.4,6.1,,,
2018-03-13,0,10.775,2.94,9.6,,,
2018-03-14,0.08,14.651,3,13,,,
2018-03-15,6.46,26.924,0.88,1.6,,,
2018-03-16,0.46,22.206,1.56,0.2,,,
2018-03-17,0.08,28.96,2.07,2.5,,,
2018-03-18,0.45,19.939,1.53,6.5,,,
2018-03-19,30.36,40.014,1.39,5.7,,,
2018-03-20,0.01,60.443,1.81,1.5,,,
2018-03-21,3,44.609,1.26,0.8,,,
2018-03-22,0.67,30.798,2.5,5.3,,,
2018-03-23,0.11,25.386,2.36,4.8,,,
2018-03-24,0,22.922,2.8,7.4,,,
2018-03-25,0,22.398,3.3,9.3,,,
2018-03-26,0,25.828,3.45,11.2,,,
2018-03-27,0,22.791,3.33,11.3,,,
2018-03-28,0.25,22.823,3.79,14.3,,,
2018-03-29,0,21.969,2.62,5.3,,,
2018-03-30,0,25.096,2.48,4.8,,,
2018-03-31,0,15.797,2.93,7.4,,,
2018-04-01,0,21.924,2.76,14.9,,,
2018-04-02,0,12.611,3.76,15.9,,,
2018-04-03,0,18.798,3.75,16.9,,,
2018-04-04,21.3,24.962,1.94,9.5,,,
2018-04-05,15.31,31.26,1.16,5,,,
2018-04-06,18.31,111.229,2.57,7.6,,,
2018-04-07,0.38,122.793,2.38,3.1,,,
2018-04-08,0.91,69.442,2.62,4.6,,,
2018-04-09,0.08,48.252,3.24,9,,,
2018-04-10,0.27,38.923,3.88,10.7,,,
2018-04-11,10.85,32.574,4.37,13.8,,,
2018-04-12,0,32.7,4.18,11.1,,,
2018-04-13,0,29.537,2.85,9.1,,,
2018-04-14,27.49,46.146,1.31,7.5,,,
2018-04-15,0,79.67,3.11,10.2,,,
2018-04-16,0,63.572,3.09,9.6,,,
2018-04-17,0,50.539,3.36,11.5,,,
2018-04-18,0,39.042,4.08,12.3,,,
2018-04-19,0,29.017,4.61,14.1,,,
2018-04-20,0,25.605,4.52,17.9,,,
2018-04-21,0,25.587,5.03,19,,,
2018-04-22,0.23,22.181,3.63,14.8,,,
2018-04-23,49.06,39.188,1.76,9.2,,,
2018-04-24,20.14,215.613,1.84,8.5,,,
2018-04-25,0,217.413,3.91,10.2,,,
2018-04-26,0,97.025,3.71,12.8,,,
2018-04-27,0,67.692,4.03,13.7,,,
2018-04-28,0,45.765,4.58,14.7,,,
2018-04-29,0,40.836,4.77,15.6,,,
2018-04-30,0,28.076,4.54,17.5,,,
2018-05-01,0.25,22.925,3.41,17.1,,,
2018-05-02,20.46,42.215,1.71,13.5,,,
2018-05-03,2.66,35.403,3.04,9.8,,,
2018-05-04,0.05,24.078,4.3,11.2,,,
2018-05-05,0,24.742,4.5,15.1,,,
2018-05-06,20.88,32.523,1.73,13.9,,,
2018-05-07,0.09,36.231,2.22,15.1,,,
2018-05-08,0.44,37.035,2.59,11.5,,,
2018-05-09,0.01,34.935,2.54,9.6,,,
2018-05-10,0,28.652,4.15,14.9,,,
2018-05-11,0,24.713,4.52,16.1,,,
2018-05-12,17.02,28.477,1.83,14.1,,,
2018-05-13,3.61,32.412,3.75,17.8,,,
2018-05-14,0,36.232,4.35,18.2,,,
2018-05-15,0,32.534,4.66,21.5,,,
2018-05-16,0.6,27.193,2.24,21.1,,,
2018-05-17,1.43,27.261,3.35,24.4,,,
2018-05-18,20.45,50.375,2.07,16.1,,,
2018-05-19,0.05,147.438,3.83,12.5,,,
2018-05-20,0,78.06,3.59,11.7,,,
2018-05-21,0,50.993,3.01,12.9,,,
2018-05-22,1.92,41.092,3.25,15.4,,,
2018-05-23,11.37,43.065,4.7,17.8,,,
2018-05-24,0,29.343,5.01,16.5,,,
2018-05-25,0.04,26.375,5.17,19.6,,,
2018-05-26,0,18.606,5.12,18.6,,,
2018-05-27,0,14.771,3.06,18.8,,,
2018-05-28,0,18.701,4.87,19.6,,,
2018-05-29,0.35,11.065,4.49,20.7,,,
2018-05-30,4.81,11.175,3.81,19.6,,,
2018-05-31,0,11.25,4.67,17.9,,,
2018-06-01,0,10.065,5.02,20,,,
2018-06-02,0,4.749,5.41,22.4,,,
2018-06-03,0,15.149,5.39,21.2,,,
2018-06-04,0.01,14.359,4.53,20.1,,,
2018-06-05,3.53,10.426,3.56,20.4,,,
2018-06-06,0,6.493,4.87,22.5,,,
2018-06-07,0,10.368,5.43,23.4,,,
2018-06-08,0,2.891,5.04,22.4,,,
2018-06-09,0,2.991,4.44,18.7,,,
2018-06-10,0.41,4.041,2.81,17.6,,,
2018-06-11,1.74,8.2,2.49,16.4,,,
2018-06-12,0.08,8.22,3.05,18,,,
2018-06-13,0,4.736,2.92,18.4,,,
2018-06-14,0,4.806,2.62,18,,,
2018-06-15,0,8.413,3.72,16.7,,,
2018-06-16,0,4.942,4.52,17.3,,,
2018-06-17,0,4.989,3.58,19,,,
2018-06-18,0,5.074,5.1,23.3,,,
2018-06-19,0.1,8.643,2.68,20.2,,,
2018-06-20,0,1.75,5.35,22.1,,,
2018-06-21,0,1.818,5.59,21.3,,,
2018-06-22,0,5.401,5.4,22.3,,,
2018-06-23,0,2.024,4.6,23,,,
2018-06-24,0,2.1,6.38,25.1,,,
2018-06-25,0,2.191,4.25,24.1,,,
2018-06-26,34.01,5.713,2.24,21.1,,,
2018-06-27,17.88,35.367,4.38,25,,,
2018-06-28,3.47,28.991,2.42,21.9,,,
2018-06-29,0.45,12.232,3.94,24.1,,,
2018-06-30,0.65,12.127,2.4,22.9,,,
2018-07-01,44.9,29.965,2.42,21.9,,,
2018-07-02,85.28,405.303,2.09,21.1,,,
2018-07-03,9.56,401.186,2.47,23.3,,,
2018-07-04,17.08,206.263,4.26,25.4,,,
2018-07-05,7.36,243.828,2.37,22,,,
2018-07-06,0.64,153.452,2.99,20,,,
2018-07-07,0.18,85.737,4.49,17.8,,,
2018-07-08,0,60.915,2.74,16.8,,,
2018-07-09,17.75,61.188,2,17.6,,,
2018-07-10,1.91,61.421,2.89,22.6,,,
2018-07-11,0.4,57.484,2.69,25.5,,,
2018-07-12,0,49.06,4.01,24.4,,,
2018-07-13,0,41.259,4.97,24.3,,,
