date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,mean,obs
2011_1,2.423225806451613,3.6774193548387095,2.423225806451613,2.4229032258064516,2.4229032258064516,3.845806451612903,2.423548387096774,2.423225806451613,2.4983870967741937,2.423225806451613,2.4735483870967743,2.452903225806452,4.269354838709678,2.692258064516129,10.315806451612904,3.982258064516129,2.423225806451613,2.5996774193548386,2.563548387096774,2.7870967741935484,2.423225806451613,2.46741935483871,2.4225806451612906,3.101290322580645,2.710322580645161,,,,,,,,,,,,,,,,,,,,,,,,,,,3.067096774193548,2.7606129032258067
2011_2,7.2942857142857145,14.251785714285715,3.3921428571428573,4.681071428571428,4.322142857142857,7.156785714285715,2.400357142857143,34.64,4.256428571428572,2.5410714285714286,12.053214285714287,3.9735714285714288,8.163571428571428,4.084642857142858,4.093928571428571,12.979285714285714,11.404285714285715,7.061071428571429,15.019642857142857,8.557142857142857,23.685714285714287,2.561071428571428,5.042142857142857,3.1685714285714286,3.593928571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,8.415357142857143,5.294714285714285
2011_3,39.05516129032258,18.825161290322583,29.85967741935484,13.806451612903226,13.061935483870968,41.62580645161291,18.065483870967743,8.956451612903225,16.78548387096774,13.870967741935484,22.838064516129034,19.556129032258063,14.955483870967742,10.795483870967743,35.89677419354839,57.965806451612906,29.615806451612904,13.775161290322579,33.104516129032255,29.561290322580643,10.33516129032258,20.864838709677418,13.344193548387098,7.982258064516128,27.890645161290323,,,,,,,,,,,,,,,,,,,,,,,,,,,22.495806451612903,11.572516129032257
2011_4,52.03066666666667,33.035333333333334,115.99666666666667,125.85033333333334,67.29366666666667,39.63333333333333,44.824,43.272333333333336,58.64866666666667,50.43866666666667,30.073333333333334,52.214000000000006,69.58333333333333,47.160333333333334,21.61733333333333,32.75033333333333,58.895999999999994,53.68266666666667,54.449666666666666,46.88866666666667,37.428666666666665,52.94433333333333,29.035333333333334,66.06633333333333,91.31733333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,55.004999999999995,46.88303333333333
2011_5,89.67967741935485,92.33870967741936,55.799354838709675,70.08806451612904,62.15129032258065,57.08129032258064,68.76903225806453,71.22419354838709,74.59806451612903,62.309999999999995,99.45967741935483,61.229032258064514,61.12580645161291,54.16548387096774,51.38193548387097,81.96548387096773,59.09516129032258,76.07903225806452,71.87903225806451,58.20516129032258,68.83451612903225,65.1158064516129,92.80000000000001,71.04903225806451,60.62129032258064,,,,,,,,,,,,,,,,,,,,,,,,,,,69.48225806451613,130.84496774193548
2011_6,101.01333333333334,26.846333333333334,30.176,58.31466666666667,16.084,77.30933333333334,95.95266666666666,65.26366666666667,56.48133333333333,102.66866666666667,206.1953333333333,22.493666666666666,102.902,48.348333333333336,44.509,40.61033333333333,38.10666666666667,86.67466666666668,58.340333333333334,55.196000000000005,34.403666666666666,12.821333333333333,41.85566666666667,82.80566666666667,38.584666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,61.75833333333333,213.6945333333333
2011_7,169.77451612903226,139.12677419354839,115.62741935483871,102.93645161290323,141.20032258064515,331.02967741935487,169.63709677419354,162.34806451612903,140.34032258064516,176.0267741935484,128.0058064516129,233.84677419354838,100.30451612903227,126.36870967741935,151.35129032258067,143.4325806451613,148.57709677419356,157.42741935483872,102.4683870967742,157.67548387096772,231.6706451612903,320.50870967741935,152.73290322580647,101.99258064516128,156.47225806451613,,,,,,,,,,,,,,,,,,,,,,,,,,,162.43548387096774,656.4616129032258
2011_8,225.3532258064516,154.93967741935484,277.0067741935484,166.6967741935484,208.15806451612903,200.06290322580645,259.28903225806454,235.18483870967742,177.89032258064518,241.91612903225806,166.54806451612902,258.57548387096773,137.81451612903226,232.08483870967743,146.04483870967744,239.8816129032258,179.38870967741937,179.91516129032257,220.78612903225806,207.10935483870966,124.36677419354838,267.4390322580645,142.48129032258063,313.05258064516124,208.0651612903226,,,,,,,,,,,,,,,,,,,,,,,,,,,206.80193548387095,118.37909677419354
2011_9,147.88433333333333,46.477333333333334,84.132,262.96633333333335,53.397666666666666,46.016666666666666,33.58,12.287666666666667,132.14866666666666,70.80133333333333,62.464666666666666,184.8576666666667,77.44733333333333,47.285333333333334,69.838,46.67466666666667,193.54766666666666,76.70433333333334,24.85033333333333,57.90833333333333,79.98166666666665,75.36433333333333,142.874,144.09733333333332,74.20366666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,89.912,26.058766666666667
2011_10,28.353870967741937,16.90258064516129,22.480645161290322,53.52548387096774,26.368387096774192,32.185806451612905,25.796451612903226,16.124193548387094,18.044516129032257,16.832580645161293,24.169677419354837,56.865806451612904,22.05290322580645,31.192580645161293,35.64451612903226,21.030645161290323,28.63806451612903,21.089032258064517,19.33451612903226,27.25741935483871,17.40064516129032,24.83709677419355,20.05516129032258,16.56709677419355,34.766774193548386,,,,,,,,,,,,,,,,,,,,,,,,,,,26.301612903225806,11.36116129032258
2011_11,22.634333333333334,37.067,26.287,47.626,53.27833333333333,35.34133333333333,60.166000000000004,78.64166666666667,37.571333333333335,64.775,72.027,30.54733333333333,23.516000000000002,39.17633333333333,51.56033333333333,36.763,48.837333333333326,43.772333333333336,51.602666666666664,27.82766666666667,61.314,29.896,22.91,47.083999999999996,21.738,,,,,,,,,,,,,,,,,,,,,,,,,,,42.87833333333333,13.239366666666665
