time,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,mean,obs
2018-11-01,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-02,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-03,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-04,1,0.0,0.0,0.06,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
2018-11-05,1,0.01,0.03,0.56,0.62,3.4,0.0,0.27,0.02,0.07,0.1,0.05,0.29,0.0,1.13,0.4,0.02,0.43,0.31,0.02,0.66,1.63,0.02,0.16,0.01,0.46,0.07,2.0,0.02,0.05,0.05,0.19,0.05,0.44,0.02,0.04,0.0,1.28,0.5,1.91,0.26,0.02,1.24,0.0,0.04,0.18,0.0,0.08,0.02,0.06,0.4,0.09,0.39,0.0
2018-11-06,1,4.44,0.58,0.38,7.41,2.26,0.13,3.37,3.67,0.26,2.67,0.01,2.55,2.21,4.22,0.66,0.49,3.93,0.88,0.81,2.5,1.1,1.28,6.06,4.5,1.38,1.26,0.69,4.43,0.43,1.55,5.47,12.35,0.95,0.26,1.56,0.03,3.33,2.12,1.46,5.81,0.02,0.3,0.02,1.03,0.19,0.8,0.35,0.2,8.42,1.08,1.52,2.22,0.02
2018-11-07,1,0.05,0.19,0.4,1.32,0.1,0.68,0.87,0.76,0.27,0.82,0.65,1.12,0.64,0.3,3.77,0.06,0.7,1.14,0.09,0.87,0.07,0.46,0.84,1.1,1.2,0.3,0.71,1.1,0.23,1.22,1.56,5.06,0.26,0.14,7.05,0.01,0.26,0.4,0.14,1.09,3.8,0.03,1.09,0.27,0.02,0.02,4.38,0.01,0.27,0.02,0.11,0.94,10.94
2018-11-08,1,0.0,0.0,4.26,0.16,0.12,0.0,0.33,0.12,0.01,0.0,0.02,0.95,0.12,0.0,5.58,0.03,0.09,0.38,8.99,0.0,1.4,0.0,3.97,0.18,0.01,0.76,0.0,0.03,0.04,0.33,0.02,0.1,0.09,0.12,18.31,0.01,0.0,0.0,0.07,3.05,5.19,0.02,0.0,3.38,0.0,0.06,0.37,0.04,0.26,0.01,0.05,1.16,41.09
2018-11-09,1,0.0,0.03,1.81,1.31,0.05,0.02,0.02,0.0,0.17,0.0,0.86,0.27,0.22,0.44,0.0,0.3,0.0,0.42,1.6,0.01,0.0,0.11,8.5,0.02,0.0,0.12,0.18,0.02,0.25,1.07,0.33,0.0,0.0,1.67,0.17,0.0,0.03,0.01,0.0,5.33,0.2,0.77,0.02,3.68,0.0,0.16,0.21,0.0,0.48,0.0,0.02,0.61,6.49
2018-11-10,1,0.0,0.0,7.97,3.01,0.43,0.13,1.12,0.0,13.62,0.19,0.01,0.02,0.02,0.0,0.05,2.32,0.45,0.0,1.3,0.35,0.0,0.0,0.62,0.04,6.26,1.16,0.02,0.0,0.0,0.3,0.72,0.02,0.0,0.06,0.25,0.0,0.0,0.0,0.13,7.81,1.79,0.0,0.39,0.49,0.0,0.67,0.0,4.83,0.07,0.0,0.93,1.13,0.0
2018-11-11,1,0.02,0.0,0.11,0.06,1.06,0.0,0.03,12.92,0.32,0.07,0.55,0.02,0.04,0.0,0.76,19.2,0.01,0.0,9.76,0.59,2.6,0.0,1.27,1.13,0.0,0.0,0.01,0.0,0.01,0.93,0.01,2.03,0.31,0.0,2.17,5.34,0.02,11.99,0.03,6.0,2.15,2.91,0.02,0.01,3.03,0.08,0.01,0.2,4.82,0.0,0.94,1.83,0.0
2018-11-12,1,0.07,3.81,0.12,0.0,0.17,0.0,0.07,5.18,0.0,0.02,0.92,0.26,0.0,0.58,0.0,5.98,0.0,0.09,1.05,0.02,4.86,0.0,1.47,0.35,0.0,0.0,0.13,0.02,0.08,0.0,0.0,0.16,0.64,0.0,0.12,0.62,5.31,2.19,0.17,0.66,0.0,4.52,0.02,0.0,0.25,0.06,0.0,0.07,0.01,0.21,0.0,0.79,0.07
2018-11-13,1,0.26,0.02,0.39,0.03,0.12,0.0,0.07,0.32,0.01,0.06,0.0,1.94,0.0,1.47,0.01,0.02,8.94,1.21,2.72,0.1,1.49,0.04,0.11,0.02,0.0,0.09,0.16,-0.02,0.01,0.02,0.02,0.0,0.0,6.54,0.02,8.62,1.72,0.77,0.1,0.12,0.0,0.04,0.2,0.0,0.06,0.26,0.0,0.02,0.07,0.4,0.01,0.76,0.04
2018-11-14,1,0.16,0.97,0.05,0.01,0.59,0.07,4.89,0.17,0.01,0.0,0.0,0.26,0.02,0.01,0.54,0.0,0.0,0.0,1.05,0.06,0.26,0.01,0.26,0.0,0.07,0.17,0.03,0.02,0.43,0.03,2.84,0.16,0.01,3.14,0.29,0.39,0.0,0.05,1.43,0.01,4.68,0.12,3.06,0.0,2.54,7.68,2.4,0.07,0.38,0.9,0.0,0.79,0.01
