time,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,mean,obs
2012-05-01,1,0.06,0.02,1.46,0.02,0.14,0.03,0.07,0.09,0.06,0.07,0.06,0.03,0.03,0.04,0.07,0.02,0.08,0.03,0.06,0.11,0.02,0.07,0.03,0.03,0.05,0.11,0.0
2012-05-02,1,0.48,0.14,1.84,0.09,0.82,0.16,0.92,0.84,0.23,0.2,0.69,0.13,0.4,0.39,0.28,0.13,1.7,0.29,0.42,4.6,0.16,0.79,0.66,0.18,0.32,0.67,0.0
2012-05-03,1,0.04,0.07,0.02,0.0,0.09,0.01,0.23,0.0,0.0,0.01,0.11,0.0,0.27,0.09,0.02,0.0,0.08,0.02,0.07,0.11,0.09,0.02,0.02,0.01,0.01,0.06,6.6
2012-05-04,1,0.06,3.38,0.0,0.09,0.0,0.11,0.04,0.0,0.24,0.1,0.05,0.0,0.13,0.07,0.9,0.31,0.0,0.11,0.46,1.45,0.0,0.0,0.27,0.02,0.02,0.31,0.0
2012-05-05,1,0.15,0.21,0.0,1.39,0.32,0.19,0.22,0.33,0.0,0.31,2.14,0.39,0.29,0.81,0.0,0.66,0.37,0.0,1.31,0.51,0.11,0.81,0.15,0.0,0.11,0.43,0.06
2012-05-06,1,0.26,0.22,0.04,0.0,0.23,0.86,0.0,0.39,0.07,0.0,0.39,0.39,3.77,0.02,1.17,1.83,8.34,1.04,0.99,0.0,0.29,0.47,0.0,0.11,0.09,0.84,0.08
2012-05-07,1,1.58,0.0,0.04,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.57,-0.02,0.39,0.0,0.49,0.25,0.0,0.0,2.43,0.11,0.0,0.02,0.52,0.01,0.0,0.26,0.0
2012-05-08,1,0.25,0.02,0.07,3.97,0.0,0.0,4.13,0.18,4.74,0.61,1.72,3.01,0.34,0.0,0.0,0.25,2.65,2.67,0.0,0.0,2.41,0.0,0.07,0.0,2.08,1.17,0.0
2012-05-09,1,0.0,4.8,0.13,0.09,0.25,0.49,2.87,4.13,2.55,0.07,0.02,1.79,0.53,0.02,0.09,0.05,0.0,2.42,0.84,0.0,0.04,0.1,3.54,0.36,11.58,1.47,0.0
2012-05-10,1,0.0,3.95,0.04,0.0,2.11,1.17,5.22,1.39,0.7,5.81,0.01,2.56,0.11,0.02,0.0,7.28,8.34,0.09,0.73,0.05,0.07,0.0,7.32,0.0,0.01,1.88,0.0
2012-05-11,1,3.2,0.69,0.76,0.0,0.0,0.01,3.24,0.0,0.0,1.26,0.0,0.61,0.31,1.13,0.09,0.53,0.17,0.02,1.5,0.0,0.02,0.43,0.31,0.0,0.57,0.59,0.03
2012-05-12,1,14.54,0.04,6.18,2.74,3.95,0.0,3.1,1.97,0.42,1.11,0.0,0.0,0.07,0.0,2.97,0.0,0.09,0.04,0.0,13.1,0.0,1.02,3.39,0.0,6.31,2.44,0.0
2012-05-13,1,0.0,0.09,2.34,0.95,7.73,0.21,0.02,5.76,0.07,0.75,0.02,1.02,0.0,0.66,0.02,0.68,4.63,0.0,0.0,8.42,9.87,0.44,0.05,1.19,13.58,2.34,0.0
2012-05-14,1,0.0,10.04,0.0,0.53,8.89,18.22,0.0,1.23,0.71,0.05,0.61,1.21,0.0,0.37,0.0,1.86,6.28,0.0,0.0,0.11,0.0,0.04,1.53,1.56,5.09,2.33,15.16
2012-05-15,1,0.01,0.16,0.0,0.0,9.18,0.0,0.05,4.13,8.81,0.66,2.97,0.0,0.0,-0.02,2.05,0.25,4.24,1.16,0.0,2.23,0.0,0.01,0.34,0.04,0.43,1.47,0.3
2012-05-16,1,0.09,4.27,0.0,0.35,0.93,0.17,5.09,0.86,1.03,0.44,10.86,8.18,0.02,0.18,0.17,0.02,9.09,0.0,15.29,1.15,0.02,1.1,1.79,0.0,0.0,2.44,0.12
2012-05-17,1,0.25,1.91,0.02,0.0,0.04,0.0,0.45,0.0,0.05,2.72,0.14,0.0,0.02,0.0,0.0,14.23,0.29,0.01,4.56,0.0,0.73,0.33,4.12,0.0,0.0,1.19,3.82
2012-05-18,1,0.0,28.57,1.63,0.0,0.02,0.95,0.4,1.89,0.41,0.16,4.0,0.0,0.0,0.0,0.0,0.2,0.0,1.3,0.02,1.15,0.0,0.0,10.51,0.0,0.0,2.05,0.0
2012-05-19,1,0.04,3.83,0.0,0.0,0.31,0.0,0.04,7.81,2.65,0.0,0.04,0.0,0.0,0.0,0.07,0.18,0.0,0.37,0.01,2.54,0.13,0.0,0.23,0.09,0.16,0.74,0.0
2012-05-20,1,0.07,0.42,1.93,1.43,0.0,0.0,0.01,6.56,0.0,0.25,0.35,6.34,0.0,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.0,2.61,0.25,0.46,0.09,0.83,0.0
2012-05-21,1,1.19,0.34,0.0,5.5,0.07,0.0,16.61,19.94,0.02,0.0,0.0,2.77,0.76,0.0,0.03,0.0,3.47,0.0,0.0,0.0,0.97,0.0,3.59,0.35,0.0,2.22,0.0
2012-05-22,1,0.83,0.09,0.32,0.42,0.12,0.29,0.11,11.65,0.0,0.0,0.0,7.49,1.4,0.0,0.0,0.02,9.68,0.42,10.27,0.02,0.0,0.0,11.91,2.89,0.2,2.33,0.0
2012-05-23,1,1.98,0.0,7.81,0.02,0.39,6.42,0.0,0.03,0.0,0.02,0.02,0.02,9.8,0.02,0.0,0.0,0.0,0.6,4.43,0.0,0.05,0.35,1.37,0.0,0.03,1.33,0.0
2012-05-24,1,20.89,0.0,0.57,0.02,0.17,24.54,0.09,0.39,0.88,0.0,0.16,0.02,5.67,2.58,0.0,0.05,0.0,0.2,0.02,0.0,9.32,2.22,0.1,0.0,0.05,2.72,0.0
2012-05-25,1,15.98,3.15,0.0,0.0,0.13,3.54,0.02,6.77,0.55,0.0,0.02,0.53,0.22,3.87,0.15,0.11,0.02,0.02,0.0,0.0,0.04,2.4,0.0,1.93,0.79,1.61,0.0
2012-05-26,1,3.05,6.35,0.09,0.0,0.28,0.01,0.0,12.95,4.64,0.05,10.35,5.56,0.38,0.26,0.27,0.0,0.29,0.0,0.0,0.0,0.95,1.18,0.11,1.82,3.79,2.1,0.0
2012-05-27,1,0.0,0.07,0.22,0.0,2.14,0.11,5.17,1.06,0.47,0.0,0.2,0.84,0.04,0.03,0.0,0.1,9.21,0.0,0.0,0.0,0.35,0.39,10.42,0.31,0.28,1.26,0.66
2012-05-28,1,3.93,0.0,0.7,0.0,3.53,0.13,10.23,0.07,1.74,0.11,0.11,1.19,0.0,0.02,1.19,0.05,5.33,0.03,0.0,0.16,0.02,1.26,2.36,0.09,0.06,1.29,0.08
2012-05-29,1,9.3,0.0,0.22,0.2,0.61,0.0,3.0,0.07,5.61,2.97,10.18,57.23,0.94,0.0,32.04,0.0,0.0,0.0,0.0,20.46,0.0,0.13,15.8,0.0,0.0,6.35,0.0
2012-05-30,1,7.28,0.07,4.79,0.31,2.2,0.0,3.23,0.0,2.31,21.21,0.2,0.18,1.49,1.17,4.62,0.56,0.0,0.05,0.44,4.3,0.0,0.03,20.63,0.0,0.25,3.01,2.9
2012-05-31,1,4.28,0.11,3.1,0.0,5.36,0.0,0.69,-0.02,0.31,16.58,0.0,0.0,32.55,3.67,0.07,0.07,0.07,0.0,0.42,0.65,0.0,0.36,1.73,0.0,0.0,2.8,6.51
2012-06-01,2,0.79,2.5,0.04,-0.01,4.62,0.04,0.02,0.09,0.33,1.65,0.0,0.0,4.65,0.02,0.43,0.0,0.14,0.01,-0.01,0.0,0.0,0.39,1.19,0.0,39.56,2.26,0.0
2012-06-02,2,0.12,1.46,0.0,6.72,1.09,0.39,0.22,12.71,2.0,0.32,0.17,0.04,0.29,0.0,0.1,1.45,0.12,5.87,0.0,0.0,0.97,0.0,2.45,2.78,8.22,1.9,1.58
2012-06-03,2,0.56,0.15,0.04,25.73,0.43,1.05,5.64,17.24,9.97,1.54,0.2,0.01,0.0,0.0,24.01,6.97,0.08,2.63,0.0,0.35,4.87,0.0,4.52,8.83,0.0,4.59,0.61
2012-06-04,2,35.9,0.02,7.69,0.27,0.03,35.3,1.01,0.41,0.02,8.81,0.14,0.97,0.17,0.0,0.22,0.0,0.0,0.78,0.06,0.0,4.93,0.0,4.51,0.0,0.33,4.06,0.0
