time,leadtime,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,mean,obs
2011-06-01,1,1.94,1.67,2.15,1.94,1.99,1.92,1.55,1.94,1.79,2.02,1.87,1.81,1.8,1.87,1.63,1.65,1.89,2.17,1.85,1.64,1.92,1.74,2.03,1.96,1.74,1.86,2.47
2011-06-02,1,2.87,2.64,2.94,3.16,2.83,2.45,2.76,2.08,2.9400000000000004,2.57,2.9799999999999995,2.82,2.46,2.8,2.54,2.53,2.9400000000000004,2.6900000000000004,2.94,2.8500000000000005,3.08,2.8,2.620000000000001,3.1,2.2300000000000004,2.74,4.0
2011-06-03,1,3.69,3.5,3.73,3.540000000000001,3.68,3.6800000000000006,3.4300000000000006,3.74,3.82,3.85,3.0100000000000007,3.920000000000001,3.42,3.65,3.74,3.7200000000000006,3.42,3.87,2.72,3.47,3.84,3.27,3.75,3.46,3.4599999999999995,3.58,4.29
2011-06-04,1,2.3000000000000007,2.1800000000000006,3.33,2.3099999999999987,2.2200000000000006,2.67,3.18,3.02,3.379999999999999,2.290000000000001,2.13,2.67,1.99,2.1899999999999995,3.0500000000000007,3.289999999999999,1.6799999999999995,2.969999999999999,2.370000000000001,2.95,2.5,2.06,2.539999999999999,2.17,1.8900000000000008,2.53,4.61
2011-06-05,1,3.77,3.4800000000000004,3.59,3.370000000000001,3.719999999999999,3.469999999999999,3.99,2.540000000000001,3.5600000000000005,3.6999999999999993,3.69,3.42,3.3000000000000007,3.810000000000001,3.76,3.280000000000001,3.700000000000001,3.75,3.039999999999999,3.65,3.120000000000001,3.33,3.51,3.58,3.5600000000000005,3.51,4.79
2011-06-06,1,3.75,3.85,4.159999999999998,3.5700000000000003,3.6,4.119999999999999,4.09,3.3099999999999987,3.0600000000000005,3.59,4.109999999999999,3.919999999999998,3.4700000000000006,3.919999999999998,2.8199999999999985,3.709999999999999,3.769999999999998,4.210000000000001,2.83,3.92,3.75,3.6700000000000017,3.9200000000000017,3.1999999999999997,3.94,3.69,5.33
2011-06-07,1,3.789999999999999,3.969999999999999,4.280000000000001,3.91,3.9200000000000017,4.380000000000003,3.5500000000000007,3.6999999999999993,3.5700000000000003,3.719999999999999,3.0700000000000003,3.9200000000000017,3.7399999999999984,3.0,3.640000000000001,4.240000000000002,3.2300000000000004,3.9899999999999984,3.7600000000000016,3.640000000000001,4.129999999999999,3.5700000000000003,4.07,4.16,3.719999999999999,3.79,4.2
2011-06-08,1,4.07,4.140000000000001,3.870000000000001,4.210000000000001,3.34,4.34,4.009999999999998,3.030000000000001,3.2300000000000004,3.370000000000001,2.960000000000001,3.259999999999998,3.3000000000000007,3.16,3.3000000000000007,3.59,3.5600000000000023,3.710000000000001,3.599999999999998,3.5299999999999976,4.059999999999999,2.84,3.869999999999997,3.9499999999999993,4.0,3.61,5.05
2011-06-09,1,3.34,3.52,3.719999999999999,3.289999999999999,3.1499999999999986,3.5700000000000003,2.900000000000002,3.530000000000001,2.9499999999999997,3.34,3.68,3.0400000000000027,3.219999999999999,2.330000000000002,2.9800000000000004,3.899999999999999,3.469999999999999,2.0600000000000023,3.25,3.4400000000000013,3.5700000000000003,2.1899999999999977,3.98,3.5100000000000016,2.960000000000001,3.24,3.87
2011-06-10,1,1.740000000000002,2.0,1.4199999999999982,1.879999999999999,2.4400000000000013,1.740000000000002,1.93,2.759999999999998,2.099999999999998,2.830000000000002,2.129999999999999,3.02,1.4499999999999993,3.1999999999999997,1.4299999999999995,2.9999999999999964,3.6000000000000014,2.509999999999998,2.9800000000000004,1.93,2.3500000000000014,2.0700000000000003,3.160000000000004,1.25,2.7399999999999984,2.31,3.3
2011-06-11,1,3.3000000000000007,1.820000000000004,4.410000000000004,2.8200000000000003,2.969999999999999,1.7199999999999989,3.8500000000000014,1.7000000000000028,3.690000000000005,4.359999999999999,4.050000000000001,1.41,3.7600000000000016,4.210000000000001,2.509999999999998,3.270000000000003,2.4899999999999984,3.640000000000001,3.110000000000003,3.169999999999998,3.5799999999999983,2.210000000000001,3.559999999999995,1.4499999999999993,2.9499999999999997,3.04,5.32
2011-06-12,1,4.239999999999995,2.889999999999993,4.299999999999997,3.5799999999999983,3.140000000000001,3.259999999999998,4.159999999999997,1.990000000000002,4.18,3.9399999999999977,4.340000000000003,3.0799999999999983,1.59,4.009999999999998,2.030000000000001,3.4200000000000017,3.3400000000000034,3.140000000000001,3.4099999999999966,4.300000000000004,2.039999999999999,3.8400000000000034,3.3000000000000043,4.340000000000003,2.539999999999999,3.38,4.23
2011-06-13,1,4.040000000000006,2.0600000000000023,3.43,3.480000000000004,2.390000000000001,3.25,3.6300000000000026,3.519999999999996,4.599999999999994,4.020000000000003,4.129999999999996,2.8800000000000026,1.9799999999999969,3.960000000000001,3.240000000000002,1.7199999999999989,2.739999999999995,3.3100000000000023,2.1899999999999977,4.289999999999999,3.5800000000000054,3.3299999999999983,2.449999999999996,4.059999999999995,2.710000000000001,3.24,3.55
